"Step","desert-sky-552 - latency/qsoload_q7-001","desert-sky-552 - latency/qsoload_q7-001__MIN","desert-sky-552 - latency/qsoload_q7-001__MAX"
"148","4.719930000000001","4.719930000000001","4.719930000000001"
"379","8.922334000000001","8.922334000000001","8.922334000000001"
"677","0.504126","0.504126","0.504126"
"969","2.378873","2.378873","2.378873"
"1248","3.3745320000000003","3.3745320000000003","3.3745320000000003"
"1544","1.592011","1.592011","1.592011"
"1840","2.331191","2.331191","2.331191"
"2084","0.9468099999999999","0.9468099999999999","0.9468099999999999"
"2302","6.521526","6.521526","6.521526"
"2514","14.741763","14.741763","14.741763"
"2713","2.591544","2.591544","2.591544"
"3011","1.3081530000000001","1.3081530000000001","1.3081530000000001"
"3264","4.698438","4.698438","4.698438"
"3562","4.087747","4.087747","4.087747"
"3858","1.026134","1.026134","1.026134"
"4137","0.790453","0.790453","0.790453"
"4414","5.277544","5.277544","5.277544"
"4680","3.0230729999999997","3.0230729999999997","3.0230729999999997"
"4976","1.971719","1.971719","1.971719"
"5229","1.6105909999999999","1.6105909999999999","1.6105909999999999"
"5493","3.26252","3.26252","3.26252"
"5746","0.72389","0.72389","0.72389"
"6042","3.938313","3.938313","3.938313"
"6280","3.907592","3.907592","3.907592"
"6576","1.054075","1.054075","1.054075"
"6848","0.870616","0.870616","0.870616"
"7079","1.36731","1.36731","1.36731"
"7306","1.364578","1.364578","1.364578"
"7585","5.1642","5.1642","5.1642"
"7883","3.1316219999999997","3.1316219999999997","3.1316219999999997"
"8110","2.685531","2.685531","2.685531"
"8356","1.3533620000000002","1.3533620000000002","1.3533620000000002"
"8615","1.363829","1.363829","1.363829"
"8853","1.884026","1.884026","1.884026"
"9060","1.657188","1.657188","1.657188"
"9274","1.157638","1.157638","1.157638"
"9520","3.294137","3.294137","3.294137"
"9740","39.00554","39.00554","39.00554"
"9960","1.9310150000000001","1.9310150000000001","1.9310150000000001"
"10245","2.936209","2.936209","2.936209"
"10498","7.716742","7.716742","7.716742"
"10796","3.1077280000000003","3.1077280000000003","3.1077280000000003"
"10995","1.013903","1.013903","1.013903"
"11228","1.013903","1.013903","1.013903"
"11455","0.9468099999999999","0.9468099999999999","0.9468099999999999"
"11669","1.3081530000000001","1.3081530000000001","1.3081530000000001"
"11896","3.1077280000000003","3.1077280000000003","3.1077280000000003"
"12103","0.72389","0.72389","0.72389"
"12401","4.861237","4.861237","4.861237"
"12641","2.3238290000000004","2.3238290000000004","2.3238290000000004"
