"Step","desert-sky-552 - latency/qsoload_q2-002","desert-sky-552 - latency/qsoload_q2-002__MIN","desert-sky-552 - latency/qsoload_q2-002__MAX"
"124","60","60","60"
"355","28.086717","28.086717","28.086717"
"653","24.055388","24.055388","24.055388"
"945","60","60","60"
"1224","60","60","60"
"1520","60","60","60"
"1816","18.034204000000003","18.034204000000003","18.034204000000003"
"2060","60","60","60"
"2278","60","60","60"
"2490","60","60","60"
"2689","39.475266000000005","39.475266000000005","39.475266000000005"
"2987","55.054868","55.054868","55.054868"
"3240","60","60","60"
"3538","60","60","60"
"3834","24.768256","24.768256","24.768256"
"4113","26.829103","26.829103","26.829103"
"4390","60","60","60"
"4656","60","60","60"
"4952","35.11011","35.11011","35.11011"
"5205","60","60","60"
"5469","5.359158000000001","5.359158000000001","5.359158000000001"
"5722","60","60","60"
"6018","60","60","60"
"6256","60","60","60"
"6552","44.103792","44.103792","44.103792"
"6824","60","60","60"
"7055","23.984196","23.984196","23.984196"
"7282","59.144656000000005","59.144656000000005","59.144656000000005"
"7561","11.070540000000001","11.070540000000001","11.070540000000001"
"7859","6.70668","6.70668","6.70668"
"8086","20.903355","20.903355","20.903355"
"8332","60","60","60"
"8591","60","60","60"
"8829","48.498036","48.498036","48.498036"
"9036","60","60","60"
"9250","60","60","60"
"9496","60","60","60"
"9716","60","60","60"
"9936","60","60","60"
"10221","45.37018","45.37018","45.37018"
"10474","20.896397","20.896397","20.896397"
"10772","60","60","60"
"10971","34.774172","34.774172","34.774172"
"11204","60","60","60"
"11431","60","60","60"
"11645","60","60","60"
"11872","20.559641","20.559641","20.559641"
"12079","26.066289","26.066289","26.066289"
"12377","24.393117999999998","24.393117999999998","24.393117999999998"
"12617","22.569309","22.569309","22.569309"
