"Step","desert-sky-552 - latency/qsoload_q6-003","desert-sky-552 - latency/qsoload_q6-003__MIN","desert-sky-552 - latency/qsoload_q6-003__MAX"
"145","30.512299","30.512299","30.512299"
"376","60","60","60"
"674","25.916014","25.916014","25.916014"
"966","17.180879","17.180879","17.180879"
"1245","51.694669000000005","51.694669000000005","51.694669000000005"
"1541","60","60","60"
"1837","8.625992","8.625992","8.625992"
"2081","6.277470999999999","6.277470999999999","6.277470999999999"
"2299","58.653322","58.653322","58.653322"
"2511","60","60","60"
"2710","1.1962000000000002","1.1962000000000002","1.1962000000000002"
"3008","51.717307","51.717307","51.717307"
"3261","60","60","60"
"3559","13.609914","13.609914","13.609914"
"3855","14.527496999999999","14.527496999999999","14.527496999999999"
"4134","0.515638","0.515638","0.515638"
"4411","5.942849","5.942849","5.942849"
"4677","11.672329","11.672329","11.672329"
"4973","3.4868609999999998","3.4868609999999998","3.4868609999999998"
"5226","1.4304649999999999","1.4304649999999999","1.4304649999999999"
"5490","0.227326","0.227326","0.227326"
"5743","0.519123","0.519123","0.519123"
"6039","0.703945","0.703945","0.703945"
"6277","0.033747","0.033747","0.033747"
"6573","2.741025","2.741025","2.741025"
"6845","0.017253","0.017253","0.017253"
"7076","0.024066","0.024066","0.024066"
"7303","0.03635","0.03635","0.03635"
"7582","0.061987","0.061987","0.061987"
"7880","0.082569","0.082569","0.082569"
"8107","0.062473999999999995","0.062473999999999995","0.062473999999999995"
"8353","0.049250999999999996","0.049250999999999996","0.049250999999999996"
"8612","0.035812","0.035812","0.035812"
"8850","0.032798","0.032798","0.032798"
"9057","0.038451","0.038451","0.038451"
"9271","0.98429","0.98429","0.98429"
"9517","0.033747","0.033747","0.033747"
"9737","0.07292900000000001","0.07292900000000001","0.07292900000000001"
"9957","0.043236","0.043236","0.043236"
"10242","0.024066","0.024066","0.024066"
"10495","0.073348","0.073348","0.073348"
"10793","0.083735","0.083735","0.083735"
"10992","0.03635","0.03635","0.03635"
"11225","0.047765","0.047765","0.047765"
"11452","0.017253","0.017253","0.017253"
"11666","0.035812","0.035812","0.035812"
"11893","0.011637","0.011637","0.011637"
"12100","0.011542","0.011542","0.011542"
"12398","0.032798","0.032798","0.032798"
"12638","0.061987","0.061987","0.061987"
