"Step","desert-sky-552 - latency/qsoload_q6-002","desert-sky-552 - latency/qsoload_q6-002__MIN","desert-sky-552 - latency/qsoload_q6-002__MAX"
"144","32.097625","32.097625","32.097625"
"375","60","60","60"
"673","31.348646000000002","31.348646000000002","31.348646000000002"
"965","17.781636","17.781636","17.781636"
"1244","52.859519999999996","52.859519999999996","52.859519999999996"
"1540","60","60","60"
"1836","9.243989","9.243989","9.243989"
"2080","5.044714","5.044714","5.044714"
"2298","57.726696000000004","57.726696000000004","57.726696000000004"
"2510","10.571463","10.571463","10.571463"
"2709","0.5142720000000001","0.5142720000000001","0.5142720000000001"
"3007","53.9632","53.9632","53.9632"
"3260","60","60","60"
"3558","14.521951","14.521951","14.521951"
"3854","13.67861","13.67861","13.67861"
"4133","0.565472","0.565472","0.565472"
"4410","6.199626","6.199626","6.199626"
"4676","10.829432","10.829432","10.829432"
"4972","3.5889729999999997","3.5889729999999997","3.5889729999999997"
"5225","1.013548","1.013548","1.013548"
"5489","0.328583","0.328583","0.328583"
"5742","0.546664","0.546664","0.546664"
"6038","0.69147","0.69147","0.69147"
"6276","0.081035","0.081035","0.081035"
"6572","3.577603","3.577603","3.577603"
"6844","0.019074999999999998","0.019074999999999998","0.019074999999999998"
"7075","0.066164","0.066164","0.066164"
"7302","0.088827","0.088827","0.088827"
"7581","0.067794","0.067794","0.067794"
"7879","0.068134","0.068134","0.068134"
"8106","0.11898399999999999","0.11898399999999999","0.11898399999999999"
"8352","0.07130800000000001","0.07130800000000001","0.07130800000000001"
"8611","0.094319","0.094319","0.094319"
"8849","0.082305","0.082305","0.082305"
"9056","0.031589","0.031589","0.031589"
"9270","0.539572","0.539572","0.539572"
"9516","0.081035","0.081035","0.081035"
"9736","0.09333499999999999","0.09333499999999999","0.09333499999999999"
"9956","0.056374","0.056374","0.056374"
"10241","0.066164","0.066164","0.066164"
"10494","0.07121599999999999","0.07121599999999999","0.07121599999999999"
"10792","0.122014","0.122014","0.122014"
"10991","0.088827","0.088827","0.088827"
"11224","0.06352000000000001","0.06352000000000001","0.06352000000000001"
"11451","0.019074999999999998","0.019074999999999998","0.019074999999999998"
"11665","0.094319","0.094319","0.094319"
"11892","0.027164","0.027164","0.027164"
"12099","0.020257","0.020257","0.020257"
"12397","0.082305","0.082305","0.082305"
"12637","0.067794","0.067794","0.067794"
