"Step","desert-sky-552 - latency/qsoload_q3-002","desert-sky-552 - latency/qsoload_q3-002__MIN","desert-sky-552 - latency/qsoload_q3-002__MAX"
"129","32.476041","32.476041","32.476041"
"360","29.099997","29.099997","29.099997"
"658","29.590538000000002","29.590538000000002","29.590538000000002"
"950","31.779315","31.779315","31.779315"
"1229","60","60","60"
"1525","60","60","60"
"1821","60","60","60"
"2065","60","60","60"
"2283","32.151849999999996","32.151849999999996","32.151849999999996"
"2495","60","60","60"
"2694","60","60","60"
"2992","60","60","60"
"3245","21.813923","21.813923","21.813923"
"3543","60","60","60"
"3839","60","60","60"
"4118","31.537529","31.537529","31.537529"
"4395","49.158325","49.158325","49.158325"
"4661","60","60","60"
"4957","36.695292","36.695292","36.695292"
"5210","60","60","60"
"5474","60","60","60"
"5727","60","60","60"
"6023","60","60","60"
"6261","60","60","60"
"6557","60","60","60"
"6829","60","60","60"
"7060","60","60","60"
"7287","13.015812","13.015812","13.015812"
"7566","6.6918310000000005","6.6918310000000005","6.6918310000000005"
"7864","9.263391","9.263391","9.263391"
"8091","35.176252999999996","35.176252999999996","35.176252999999996"
"8337","60","60","60"
"8596","60","60","60"
"8834","60","60","60"
"9041","60","60","60"
"9255","24.283848000000003","24.283848000000003","24.283848000000003"
"9501","44.874403","44.874403","44.874403"
"9721","60","60","60"
"9941","24.695713","24.695713","24.695713"
"10226","53.150392999999994","53.150392999999994","53.150392999999994"
"10479","46.659299","46.659299","46.659299"
"10777","60","60","60"
"10976","60","60","60"
"11209","60","60","60"
"11436","41.866932","41.866932","41.866932"
"11650","17.127290000000002","17.127290000000002","17.127290000000002"
"11877","14.676934","14.676934","14.676934"
"12084","22.006674","22.006674","22.006674"
"12382","22.97172","22.97172","22.97172"
"12622","51.049295","51.049295","51.049295"
