"Step","desert-sky-552 - latency/qsoload_q15-002","desert-sky-552 - latency/qsoload_q15-002__MIN","desert-sky-552 - latency/qsoload_q15-002__MAX"
"114","60","60","60"
"345","60","60","60"
"643","34.401597","34.401597","34.401597"
"935","22.63022","22.63022","22.63022"
"1214","3.972162","3.972162","3.972162"
"1510","60","60","60"
"1806","60","60","60"
"2050","7.202339","7.202339","7.202339"
"2268","6.418468","6.418468","6.418468"
"2480","6.128109","6.128109","6.128109"
"2679","1.652412","1.652412","1.652412"
"2977","60","60","60"
"3230","6.37856","6.37856","6.37856"
"3528","3.536659","3.536659","3.536659"
"3824","1.3782670000000001","1.3782670000000001","1.3782670000000001"
"4103","4.8524970000000005","4.8524970000000005","4.8524970000000005"
"4380","60","60","60"
"4646","21.870037","21.870037","21.870037"
"4942","53.715754000000004","53.715754000000004","53.715754000000004"
"5195","2.533366","2.533366","2.533366"
"5459","1.6278510000000002","1.6278510000000002","1.6278510000000002"
"5712","7.17597","7.17597","7.17597"
"6008","0.882032","0.882032","0.882032"
"6246","60","60","60"
"6542","2.727805","2.727805","2.727805"
"6814","2.013388","2.013388","2.013388"
"7045","22.085737","22.085737","22.085737"
"7272","60","60","60"
"7551","60","60","60"
"7849","5.747412000000001","5.747412000000001","5.747412000000001"
"8076","20.979029999999998","20.979029999999998","20.979029999999998"
"8322","22.296412","22.296412","22.296412"
"8581","21.712519","21.712519","21.712519"
"8819","21.869605","21.869605","21.869605"
"9026","12.386843","12.386843","12.386843"
"9240","4.915612","4.915612","4.915612"
"9486","2.687566","2.687566","2.687566"
"9706","3.1022","3.1022","3.1022"
"9926","2.574705","2.574705","2.574705"
"10211","3.1180630000000003","3.1180630000000003","3.1180630000000003"
"10464","2.944067","2.944067","2.944067"
"10762","3.788422","3.788422","3.788422"
"10961","2.4688499999999998","2.4688499999999998","2.4688499999999998"
"11194","3.2907469999999996","3.2907469999999996","3.2907469999999996"
"11421","2.3595479999999998","2.3595479999999998","2.3595479999999998"
"11635","4.506291","4.506291","4.506291"
"11862","2.6533629999999997","2.6533629999999997","2.6533629999999997"
"12069","55.388417999999994","55.388417999999994","55.388417999999994"
"12367","2.153305","2.153305","2.153305"
"12607","11.936767","11.936767","11.936767"
