"Step","desert-sky-552 - latency/qsoload_q1-003","desert-sky-552 - latency/qsoload_q1-003__MIN","desert-sky-552 - latency/qsoload_q1-003__MAX"
"85","2.118713","2.118713","2.118713"
"316","21.225459999999998","21.225459999999998","21.225459999999998"
"614","1.883888","1.883888","1.883888"
"906","3.02743","3.02743","3.02743"
"1185","54.867252","54.867252","54.867252"
"1481","0.126919","0.126919","0.126919"
"1777","19.255315","19.255315","19.255315"
"2021","6.523645999999999","6.523645999999999","6.523645999999999"
"2239","0.175636","0.175636","0.175636"
"2451","6.530676000000001","6.530676000000001","6.530676000000001"
"2650","0.146636","0.146636","0.146636"
"2948","0.009029","0.009029","0.009029"
"3201","12.689105999999999","12.689105999999999","12.689105999999999"
"3499","0.532818","0.532818","0.532818"
"3795","0.601664","0.601664","0.601664"
"4074","0.6762619999999999","0.6762619999999999","0.6762619999999999"
"4351","6.370785","6.370785","6.370785"
"4617","0.266582","0.266582","0.266582"
"4913","0.182058","0.182058","0.182058"
"5166","0.22441999999999998","0.22441999999999998","0.22441999999999998"
"5430","0.18373699999999998","0.18373699999999998","0.18373699999999998"
"5683","0.557002","0.557002","0.557002"
"5979","0.5735520000000001","0.5735520000000001","0.5735520000000001"
"6217","0.007872","0.007872","0.007872"
"6513","0.027593","0.027593","0.027593"
"6785","0.007744","0.007744","0.007744"
"7016","0.009789999999999998","0.009789999999999998","0.009789999999999998"
"7243","21.732807","21.732807","21.732807"
"7522","1.5952149999999998","1.5952149999999998","1.5952149999999998"
"7820","0.68977","0.68977","0.68977"
"8047","6.60888","6.60888","6.60888"
"8293","0.599735","0.599735","0.599735"
"8552","0.591179","0.591179","0.591179"
"8790","0.278771","0.278771","0.278771"
"8997","0.00977","0.00977","0.00977"
"9211","0.009993","0.009993","0.009993"
"9457","0.038883","0.038883","0.038883"
"9677","0.03735","0.03735","0.03735"
"9897","0.030597000000000003","0.030597000000000003","0.030597000000000003"
"10182","0.0435","0.0435","0.0435"
"10435","0.009301","0.009301","0.009301"
"10733","0.007744","0.007744","0.007744"
"10932","0.165836","0.165836","0.165836"
"11165","0.009029","0.009029","0.009029"
"11392","0.051153","0.051153","0.051153"
"11606","0.003991","0.003991","0.003991"
"11833","7.211022","7.211022","7.211022"
"12040","0.070289","0.070289","0.070289"
"12338","14.411650999999999","14.411650999999999","14.411650999999999"
"12578","0.03735","0.03735","0.03735"
