"Step","desert-sky-552 - latency/qsoload_q2-003","desert-sky-552 - latency/qsoload_q2-003__MIN","desert-sky-552 - latency/qsoload_q2-003__MAX"
"125","42.302468","42.302468","42.302468"
"356","23.349377","23.349377","23.349377"
"654","20.697164","20.697164","20.697164"
"946","29.492279999999997","29.492279999999997","29.492279999999997"
"1225","60","60","60"
"1521","60","60","60"
"1817","14.035691","14.035691","14.035691"
"2061","42.133657","42.133657","42.133657"
"2279","18.964756","18.964756","18.964756"
"2491","60","60","60"
"2690","60","60","60"
"2988","9.741977","9.741977","9.741977"
"3241","17.467298","17.467298","17.467298"
"3539","60","60","60"
"3835","18.080872","18.080872","18.080872"
"4114","10.641843000000001","10.641843000000001","10.641843000000001"
"4391","33.923839","33.923839","33.923839"
"4657","60","60","60"
"4953","32.925479","32.925479","32.925479"
"5206","60","60","60"
"5470","4.675019","4.675019","4.675019"
"5723","60","60","60"
"6019","60","60","60"
"6257","60","60","60"
"6553","45.65397","45.65397","45.65397"
"6825","60","60","60"
"7056","14.759535","14.759535","14.759535"
"7283","49.717417000000005","49.717417000000005","49.717417000000005"
"7562","5.4804960000000005","5.4804960000000005","5.4804960000000005"
"7860","2.594471","2.594471","2.594471"
"8087","11.262756999999999","11.262756999999999","11.262756999999999"
"8333","4.524316","4.524316","4.524316"
"8592","5.322955","5.322955","5.322955"
"8830","60","60","60"
"9037","3.957603","3.957603","3.957603"
"9251","3.0836550000000003","3.0836550000000003","3.0836550000000003"
"9497","4.0625230000000006","4.0625230000000006","4.0625230000000006"
"9717","4.476162","4.476162","4.476162"
"9937","6.985774","6.985774","6.985774"
"10222","35.864182","35.864182","35.864182"
"10475","5.3958829999999995","5.3958829999999995","5.3958829999999995"
"10773","48.54529","48.54529","48.54529"
"10972","24.159461","24.159461","24.159461"
"11205","21.606805","21.606805","21.606805"
"11432","5.121567","5.121567","5.121567"
"11646","12.296809","12.296809","12.296809"
"11873","1.884483","1.884483","1.884483"
"12080","1.840357","1.840357","1.840357"
"12378","5.185112","5.185112","5.185112"
"12618","2.017848","2.017848","2.017848"
