"Step","desert-sky-552 - latency/qsoload_q5-004","desert-sky-552 - latency/qsoload_q5-004__MIN","desert-sky-552 - latency/qsoload_q5-004__MAX"
"141","54.521561999999996","54.521561999999996","54.521561999999996"
"372","60","60","60"
"670","30.982653","30.982653","30.982653"
"962","0.533969","0.533969","0.533969"
"1241","27.891787","27.891787","27.891787"
"1537","5.426175","5.426175","5.426175"
"1833","4.582704","4.582704","4.582704"
"2077","17.762515","17.762515","17.762515"
"2295","5.726764","5.726764","5.726764"
"2507","0.160551","0.160551","0.160551"
"2706","9.950098","9.950098","9.950098"
"3004","9.93469","9.93469","9.93469"
"3257","60","60","60"
"3555","2.044086","2.044086","2.044086"
"3851","0.766771","0.766771","0.766771"
"4130","28.861919999999998","28.861919999999998","28.861919999999998"
"4407","1.035723","1.035723","1.035723"
"4673","5.378803","5.378803","5.378803"
"4969","4.620323","4.620323","4.620323"
"5222","0.227569","0.227569","0.227569"
"5486","0.748057","0.748057","0.748057"
"5739","0.20164500000000002","0.20164500000000002","0.20164500000000002"
"6035","0.934936","0.934936","0.934936"
"6273","0.043618000000000004","0.043618000000000004","0.043618000000000004"
"6569","60","60","60"
"6841","0.015905","0.015905","0.015905"
"7072","0.066349","0.066349","0.066349"
"7299","0.01954","0.01954","0.01954"
"7578","0.180771","0.180771","0.180771"
"7876","57.472824","57.472824","57.472824"
"8103","31.149176999999998","31.149176999999998","31.149176999999998"
"8349","0.06740399999999999","0.06740399999999999","0.06740399999999999"
"8608","0.17849199999999998","0.17849199999999998","0.17849199999999998"
"8846","0.015077","0.015077","0.015077"
"9053","0.012315","0.012315","0.012315"
"9267","0.020337","0.020337","0.020337"
"9513","0.082099","0.082099","0.082099"
"9733","0.255953","0.255953","0.255953"
"9953","0.070725","0.070725","0.070725"
"10238","0.19074100000000002","0.19074100000000002","0.19074100000000002"
"10491","2.7484","2.7484","2.7484"
"10789","0.069162","0.069162","0.069162"
"10988","0.186922","0.186922","0.186922"
"11221","0.01954","0.01954","0.01954"
"11448","0.043618000000000004","0.043618000000000004","0.043618000000000004"
"11662","0.031916","0.031916","0.031916"
"11889","0.017901","0.017901","0.017901"
"12096","0.044212","0.044212","0.044212"
"12394","0.020337","0.020337","0.020337"
"12634","0.015077","0.015077","0.015077"
