"Step","desert-sky-552 - latency/qsoload_q14-004","desert-sky-552 - latency/qsoload_q14-004__MIN","desert-sky-552 - latency/qsoload_q14-004__MAX"
"111","33.784531","33.784531","33.784531"
"342","8.458965000000001","8.458965000000001","8.458965000000001"
"640","60","60","60"
"932","14.152735","14.152735","14.152735"
"1211","8.913525","8.913525","8.913525"
"1507","5.038881999999999","5.038881999999999","5.038881999999999"
"1803","17.913646","17.913646","17.913646"
"2047","60","60","60"
"2265","8.722502","8.722502","8.722502"
"2477","60","60","60"
"2676","7.708267","7.708267","7.708267"
"2974","10.549847","10.549847","10.549847"
"3227","9.191921","9.191921","9.191921"
"3525","5.223952000000001","5.223952000000001","5.223952000000001"
"3821","9.53728","9.53728","9.53728"
"4100","60","60","60"
"4377","10.365218","10.365218","10.365218"
"4643","7.062077","7.062077","7.062077"
"4939","4.5765","4.5765","4.5765"
"5192","4.085426","4.085426","4.085426"
"5456","60","60","60"
"5709","60","60","60"
"6005","60","60","60"
"6243","33.705891","33.705891","33.705891"
"6539","35.083481","35.083481","35.083481"
"6811","60","60","60"
"7042","60","60","60"
"7269","4.5627439999999995","4.5627439999999995","4.5627439999999995"
"7548","35.791419999999995","35.791419999999995","35.791419999999995"
"7846","60","60","60"
"8073","13.020622999999999","13.020622999999999","13.020622999999999"
"8319","4.1981850000000005","4.1981850000000005","4.1981850000000005"
"8578","3.3998380000000004","3.3998380000000004","3.3998380000000004"
"8816","2.526754","2.526754","2.526754"
"9023","60","60","60"
"9237","17.598637999999998","17.598637999999998","17.598637999999998"
"9483","2.094217","2.094217","2.094217"
"9703","2.184552","2.184552","2.184552"
"9923","1.938911","1.938911","1.938911"
"10208","4.6271949999999995","4.6271949999999995","4.6271949999999995"
"10461","1.4977","1.4977","1.4977"
"10759","2.45636","2.45636","2.45636"
"10958","1.046665","1.046665","1.046665"
"11191","4.668054","4.668054","4.668054"
"11418","2.698853","2.698853","2.698853"
"11632","1.472058","1.472058","1.472058"
"11859","3.575466","3.575466","3.575466"
"12066","0.630626","0.630626","0.630626"
"12364","2.023559","2.023559","2.023559"
"12604","1.5732439999999999","1.5732439999999999","1.5732439999999999"
