"Step","desert-sky-552 - latency/qsoload_q8-002","desert-sky-552 - latency/qsoload_q8-002__MIN","desert-sky-552 - latency/qsoload_q8-002__MAX"
"154","6.760212999999999","6.760212999999999","6.760212999999999"
"385","10.338114","10.338114","10.338114"
"683","10.448134","10.448134","10.448134"
"975","14.246587","14.246587","14.246587"
"1254","3.584542","3.584542","3.584542"
"1550","1.295487","1.295487","1.295487"
"1846","12.49148","12.49148","12.49148"
"2090","29.350357","29.350357","29.350357"
"2308","5.22049","5.22049","5.22049"
"2520","0.8881180000000001","0.8881180000000001","0.8881180000000001"
"2719","9.034528","9.034528","9.034528"
"3017","15.424143","15.424143","15.424143"
"3270","60","60","60"
"3568","60","60","60"
"3864","56.020886","56.020886","56.020886"
"4143","33.910457","33.910457","33.910457"
"4420","1.973245","1.973245","1.973245"
"4686","19.725299","19.725299","19.725299"
"4982","0.046471","0.046471","0.046471"
"5235","1.848111","1.848111","1.848111"
"5499","1.951364","1.951364","1.951364"
"5752","0.128829","0.128829","0.128829"
"6048","3.214256","3.214256","3.214256"
"6286","1.9811269999999999","1.9811269999999999","1.9811269999999999"
"6582","11.386649","11.386649","11.386649"
"6854","0.064406","0.064406","0.064406"
"7085","10.14536","10.14536","10.14536"
"7312","60","60","60"
"7591","0.068259","0.068259","0.068259"
"7889","0.067032","0.067032","0.067032"
"8116","0.067637","0.067637","0.067637"
"8362","43.830036","43.830036","43.830036"
"8621","6.942088","6.942088","6.942088"
"8859","0.133279","0.133279","0.133279"
"9066","0.067532","0.067532","0.067532"
"9280","0.038575000000000005","0.038575000000000005","0.038575000000000005"
"9526","0.036584000000000005","0.036584000000000005","0.036584000000000005"
"9746","0.037029000000000006","0.037029000000000006","0.037029000000000006"
"9966","0.041789","0.041789","0.041789"
"10251","0.039576","0.039576","0.039576"
"10504","0.039247","0.039247","0.039247"
"10802","0.058540999999999996","0.058540999999999996","0.058540999999999996"
"11001","0.045793","0.045793","0.045793"
"11234","0.04827","0.04827","0.04827"
"11461","0.048875","0.048875","0.048875"
"11675","0.051037","0.051037","0.051037"
"11902","0.066263","0.066263","0.066263"
"12109","4.7615680000000005","4.7615680000000005","4.7615680000000005"
"12407","4.016358","4.016358","4.016358"
"12647","0.063042","0.063042","0.063042"
