"Step","desert-sky-552 - latency/qsoload_q9-008","desert-sky-552 - latency/qsoload_q9-008__MIN","desert-sky-552 - latency/qsoload_q9-008__MAX"
"161","28.862385999999997","28.862385999999997","28.862385999999997"
"392","13.143129","13.143129","13.143129"
"690","1.7774269999999999","1.7774269999999999","1.7774269999999999"
"982","6.654019","6.654019","6.654019"
"1261","7.144697","7.144697","7.144697"
"1557","3.393154","3.393154","3.393154"
"1853","9.209215","9.209215","9.209215"
"2097","60","60","60"
"2315","5.072284","5.072284","5.072284"
"2527","17.863151000000002","17.863151000000002","17.863151000000002"
"2726","10.83208","10.83208","10.83208"
"3024","14.880749","14.880749","14.880749"
"3277","60","60","60"
"3575","8.310167999999999","8.310167999999999","8.310167999999999"
"3871","2.91994","2.91994","2.91994"
"4150","3.437223","3.437223","3.437223"
"4427","16.280237","16.280237","16.280237"
"4693","14.897088","14.897088","14.897088"
"4989","1.449673","1.449673","1.449673"
"5242","1.1072270000000002","1.1072270000000002","1.1072270000000002"
"5506","1.1379059999999999","1.1379059999999999","1.1379059999999999"
"5759","2.658643","2.658643","2.658643"
"6055","1.17432","1.17432","1.17432"
"6293","1.166837","1.166837","1.166837"
"6589","1.17275","1.17275","1.17275"
"6861","1.1249390000000001","1.1249390000000001","1.1249390000000001"
"7092","1.168779","1.168779","1.168779"
"7319","1.431567","1.431567","1.431567"
"7598","1.15413","1.15413","1.15413"
"7896","2.118171","2.118171","2.118171"
"8123","2.136522","2.136522","2.136522"
"8369","6.771069000000001","6.771069000000001","6.771069000000001"
"8628","1.404951","1.404951","1.404951"
"8866","1.391635","1.391635","1.391635"
"9073","1.624425","1.624425","1.624425"
"9287","1.524815","1.524815","1.524815"
"9533","1.322306","1.322306","1.322306"
"9753","1.3456869999999999","1.3456869999999999","1.3456869999999999"
"9973","1.4373820000000002","1.4373820000000002","1.4373820000000002"
"10258","2.443362","2.443362","2.443362"
"10511","1.399834","1.399834","1.399834"
"10809","1.48119","1.48119","1.48119"
"11008","1.3625209999999999","1.3625209999999999","1.3625209999999999"
"11241","2.253226","2.253226","2.253226"
"11468","60","60","60"
"11682","1.5091890000000001","1.5091890000000001","1.5091890000000001"
"11909","1.283709","1.283709","1.283709"
"12116","0.46909100000000004","0.46909100000000004","0.46909100000000004"
"12414","1.355778","1.355778","1.355778"
"12654","0.501222","0.501222","0.501222"
