"Step","desert-sky-552 - latency/qsoload_q15-005","desert-sky-552 - latency/qsoload_q15-005__MIN","desert-sky-552 - latency/qsoload_q15-005__MAX"
"117","60","60","60"
"348","60","60","60"
"646","60","60","60"
"938","5.069634","5.069634","5.069634"
"1217","60","60","60"
"1513","56.865793","56.865793","56.865793"
"1809","60","60","60"
"2053","4.625688","4.625688","4.625688"
"2271","60","60","60"
"2483","60","60","60"
"2682","60","60","60"
"2980","60","60","60"
"3233","36.185449999999996","36.185449999999996","36.185449999999996"
"3531","12.389797","12.389797","12.389797"
"3827","13.509641","13.509641","13.509641"
"4106","7.794249","7.794249","7.794249"
"4383","60","60","60"
"4649","14.340406000000002","14.340406000000002","14.340406000000002"
"4945","60","60","60"
"5198","3.1550920000000002","3.1550920000000002","3.1550920000000002"
"5462","0.647498","0.647498","0.647498"
"5715","0.5841000000000001","0.5841000000000001","0.5841000000000001"
"6011","0.136768","0.136768","0.136768"
"6249","60","60","60"
"6545","60","60","60"
"6817","25.488844","25.488844","25.488844"
"7048","10.578818","10.578818","10.578818"
"7275","9.346677","9.346677","9.346677"
"7554","14.193605","14.193605","14.193605"
"7852","8.945198","8.945198","8.945198"
"8079","60","60","60"
"8325","60","60","60"
"8584","60","60","60"
"8822","60","60","60"
"9029","7.459149","7.459149","7.459149"
"9243","60","60","60"
"9489","8.925524","8.925524","8.925524"
"9709","7.337955","7.337955","7.337955"
"9929","15.7316","15.7316","15.7316"
"10214","11.936461999999999","11.936461999999999","11.936461999999999"
"10467","12.440717000000001","12.440717000000001","12.440717000000001"
"10765","16.242255","16.242255","16.242255"
"10964","12.054699000000001","12.054699000000001","12.054699000000001"
"11197","11.862531","11.862531","11.862531"
"11424","13.257308","13.257308","13.257308"
"11638","13.257763","13.257763","13.257763"
"11865","13.089082000000001","13.089082000000001","13.089082000000001"
"12072","57.500558","57.500558","57.500558"
"12370","12.802283","12.802283","12.802283"
"12610","0.23112","0.23112","0.23112"
