"Step","desert-sky-552 - latency/qsoload_q8-004","desert-sky-552 - latency/qsoload_q8-004__MIN","desert-sky-552 - latency/qsoload_q8-004__MAX"
"156","13.113551","13.113551","13.113551"
"387","10.332889999999999","10.332889999999999","10.332889999999999"
"685","10.838921000000001","10.838921000000001","10.838921000000001"
"977","15.664432000000001","15.664432000000001","15.664432000000001"
"1256","3.517081","3.517081","3.517081"
"1552","1.4388130000000001","1.4388130000000001","1.4388130000000001"
"1848","11.68102","11.68102","11.68102"
"2092","29.749269","29.749269","29.749269"
"2310","5.19513","5.19513","5.19513"
"2522","0.902575","0.902575","0.902575"
"2721","9.455716","9.455716","9.455716"
"3019","14.599920000000001","14.599920000000001","14.599920000000001"
"3272","60","60","60"
"3570","60","60","60"
"3866","59.154672","59.154672","59.154672"
"4145","33.151263","33.151263","33.151263"
"4422","1.967797","1.967797","1.967797"
"4688","19.434836999999998","19.434836999999998","19.434836999999998"
"4984","0.047083","0.047083","0.047083"
"5237","1.838809","1.838809","1.838809"
"5501","2.472673","2.472673","2.472673"
"5754","0.13468100000000002","0.13468100000000002","0.13468100000000002"
"6050","3.2170900000000002","3.2170900000000002","3.2170900000000002"
"6288","2.708302","2.708302","2.708302"
"6584","11.822809999999999","11.822809999999999","11.822809999999999"
"6856","0.065808","0.065808","0.065808"
"7087","10.650991","10.650991","10.650991"
"7314","60","60","60"
"7593","0.067698","0.067698","0.067698"
"7891","0.065143","0.065143","0.065143"
"8118","0.066172","0.066172","0.066172"
"8364","0.062561","0.062561","0.062561"
"8623","6.944138","6.944138","6.944138"
"8861","0.13739400000000002","0.13739400000000002","0.13739400000000002"
"9068","0.06844700000000001","0.06844700000000001","0.06844700000000001"
"9282","0.037982","0.037982","0.037982"
"9528","0.037856","0.037856","0.037856"
"9748","0.038021","0.038021","0.038021"
"9968","0.040396","0.040396","0.040396"
"10253","0.040005000000000006","0.040005000000000006","0.040005000000000006"
"10506","0.040954","0.040954","0.040954"
"10804","0.059046","0.059046","0.059046"
"11003","0.047429","0.047429","0.047429"
"11236","0.049481000000000004","0.049481000000000004","0.049481000000000004"
"11463","0.048614","0.048614","0.048614"
"11677","0.048186","0.048186","0.048186"
"11904","0.066719","0.066719","0.066719"
"12111","9.928058","9.928058","9.928058"
"12409","19.177144000000002","19.177144000000002","19.177144000000002"
"12649","0.0696","0.0696","0.0696"
