"Step","desert-sky-552 - latency/qsoload_q16-004","desert-sky-552 - latency/qsoload_q16-004__MIN","desert-sky-552 - latency/qsoload_q16-004__MAX"
"121","60","60","60"
"352","60","60","60"
"650","38.250409","38.250409","38.250409"
"942","5.824313","5.824313","5.824313"
"1221","36.641104","36.641104","36.641104"
"1517","39.222288999999996","39.222288999999996","39.222288999999996"
"1813","15.371609000000001","15.371609000000001","15.371609000000001"
"2057","15.549958","15.549958","15.549958"
"2275","14.221518","14.221518","14.221518"
"2487","23.213715","23.213715","23.213715"
"2686","11.954018","11.954018","11.954018"
"2984","46.809752","46.809752","46.809752"
"3237","11.990425","11.990425","11.990425"
"3535","3.747823","3.747823","3.747823"
"3831","3.369491","3.369491","3.369491"
"4110","3.243987","3.243987","3.243987"
"4387","60","60","60"
"4653","25.951159","25.951159","25.951159"
"4949","60","60","60"
"5202","3.153102","3.153102","3.153102"
"5466","4.153521","4.153521","4.153521"
"5719","2.183821","2.183821","2.183821"
"6015","3.4460439999999997","3.4460439999999997","3.4460439999999997"
"6253","60","60","60"
"6549","60","60","60"
"6821","2.599186","2.599186","2.599186"
"7052","13.275352000000002","13.275352000000002","13.275352000000002"
"7279","9.634477","9.634477","9.634477"
"7558","31.050850999999998","31.050850999999998","31.050850999999998"
"7856","4.793804","4.793804","4.793804"
"8083","4.671533","4.671533","4.671533"
"8329","5.532678","5.532678","5.532678"
"8588","9.555191","9.555191","9.555191"
"8826","3.629089","3.629089","3.629089"
"9033","4.855353","4.855353","4.855353"
"9247","1.715759","1.715759","1.715759"
"9493","2.560179","2.560179","2.560179"
"9713","3.435664","3.435664","3.435664"
"9933","5.3608649999999995","5.3608649999999995","5.3608649999999995"
"10218","4.389047","4.389047","4.389047"
"10471","4.953239","4.953239","4.953239"
"10769","4.736524999999999","4.736524999999999","4.736524999999999"
"10968","3.4575810000000002","3.4575810000000002","3.4575810000000002"
"11201","4.803342","4.803342","4.803342"
"11428","4.1849359999999995","4.1849359999999995","4.1849359999999995"
"11642","2.563489","2.563489","2.563489"
"11869","2.956099","2.956099","2.956099"
"12076","60","60","60"
"12374","4.050889","4.050889","4.050889"
"12614","4.5558890000000005","4.5558890000000005","4.5558890000000005"
