"Step","desert-sky-552 - latency/qsoload_q13-004","desert-sky-552 - latency/qsoload_q13-004__MIN","desert-sky-552 - latency/qsoload_q13-004__MAX"
"106","17.393652","17.393652","17.393652"
"337","9.462665999999999","9.462665999999999","9.462665999999999"
"635","9.691161","9.691161","9.691161"
"927","14.375836999999999","14.375836999999999","14.375836999999999"
"1206","3.303984","3.303984","3.303984"
"1502","9.538789000000001","9.538789000000001","9.538789000000001"
"1798","6.562729","6.562729","6.562729"
"2042","18.311608","18.311608","18.311608"
"2260","4.455443","4.455443","4.455443"
"2472","6.4746120000000005","6.4746120000000005","6.4746120000000005"
"2671","2.837038","2.837038","2.837038"
"2969","8.266785","8.266785","8.266785"
"3222","1.8528040000000001","1.8528040000000001","1.8528040000000001"
"3520","2.604866","2.604866","2.604866"
"3816","10.205009","10.205009","10.205009"
"4095","60","60","60"
"4372","7.904622000000001","7.904622000000001","7.904622000000001"
"4638","3.941703","3.941703","3.941703"
"4934","2.3265390000000004","2.3265390000000004","2.3265390000000004"
"5187","3.04484","3.04484","3.04484"
"5451","60","60","60"
"5704","60","60","60"
"6000","18.483752","18.483752","18.483752"
"6238","15.002310999999999","15.002310999999999","15.002310999999999"
"6534","10.117222","10.117222","10.117222"
"6806","16.971043","16.971043","16.971043"
"7037","60","60","60"
"7264","60","60","60"
"7543","5.359041","5.359041","5.359041"
"7841","4.872115","4.872115","4.872115"
"8068","5.449165","5.449165","5.449165"
"8314","4.636452","4.636452","4.636452"
"8573","1.81506","1.81506","1.81506"
"8811","1.5897059999999998","1.5897059999999998","1.5897059999999998"
"9018","60","60","60"
"9232","12.709475000000001","12.709475000000001","12.709475000000001"
"9478","16.624297","16.624297","16.624297"
"9698","2.562801","2.562801","2.562801"
"9918","2.6612489999999998","2.6612489999999998","2.6612489999999998"
"10203","3.225585","3.225585","3.225585"
"10456","2.914498","2.914498","2.914498"
"10754","3.765998","3.765998","3.765998"
"10953","2.463889","2.463889","2.463889"
"11186","1.869258","1.869258","1.869258"
"11413","2.365315","2.365315","2.365315"
"11627","1.7539529999999999","1.7539529999999999","1.7539529999999999"
"11854","2.778701","2.778701","2.778701"
"12061","1.5466110000000002","1.5466110000000002","1.5466110000000002"
"12359","2.1299409999999996","2.1299409999999996","2.1299409999999996"
"12599","2.551516","2.551516","2.551516"
