"Step","desert-sky-552 - latency/qsoload_q3-005","desert-sky-552 - latency/qsoload_q3-005__MIN","desert-sky-552 - latency/qsoload_q3-005__MAX"
"132","33.359004999999996","33.359004999999996","33.359004999999996"
"363","28.60556","28.60556","28.60556"
"661","29.098442","29.098442","29.098442"
"953","46.292153","46.292153","46.292153"
"1232","60","60","60"
"1528","60","60","60"
"1824","60","60","60"
"2068","60","60","60"
"2286","33.295387000000005","33.295387000000005","33.295387000000005"
"2498","60","60","60"
"2697","60","60","60"
"2995","60","60","60"
"3248","20.981003","20.981003","20.981003"
"3546","60","60","60"
"3842","43.236754","43.236754","43.236754"
"4121","31.64574","31.64574","31.64574"
"4398","48.670036999999994","48.670036999999994","48.670036999999994"
"4664","60","60","60"
"4960","31.618259","31.618259","31.618259"
"5213","60","60","60"
"5477","60","60","60"
"5730","60","60","60"
"6026","60","60","60"
"6264","60","60","60"
"6560","60","60","60"
"6832","60","60","60"
"7063","60","60","60"
"7290","12.301298000000001","12.301298000000001","12.301298000000001"
"7569","6.755051000000001","6.755051000000001","6.755051000000001"
"7867","8.296477999999999","8.296477999999999","8.296477999999999"
"8094","28.408151999999998","28.408151999999998","28.408151999999998"
"8340","60","60","60"
"8599","60","60","60"
"8837","60","60","60"
"9044","60","60","60"
"9258","24.535391999999998","24.535391999999998","24.535391999999998"
"9504","41.50074","41.50074","41.50074"
"9724","60","60","60"
"9944","21.31079","21.31079","21.31079"
"10229","53.443717","53.443717","53.443717"
"10482","46.809284","46.809284","46.809284"
"10780","60","60","60"
"10979","60","60","60"
"11212","60","60","60"
"11439","39.418","39.418","39.418"
"11653","17.18669","17.18669","17.18669"
"11880","14.3452","14.3452","14.3452"
"12087","21.61453","21.61453","21.61453"
"12385","23.374674","23.374674","23.374674"
"12625","53.167773999999994","53.167773999999994","53.167773999999994"
