"Step","desert-sky-552 - latency/qsoload_q2-005","desert-sky-552 - latency/qsoload_q2-005__MIN","desert-sky-552 - latency/qsoload_q2-005__MAX"
"127","60","60","60"
"358","22.939255","22.939255","22.939255"
"656","25.130784","25.130784","25.130784"
"948","60","60","60"
"1227","60","60","60"
"1523","60","60","60"
"1819","21.604771","21.604771","21.604771"
"2063","60","60","60"
"2281","42.241531","42.241531","42.241531"
"2493","60","60","60"
"2692","37.622728","37.622728","37.622728"
"2990","58.432014","58.432014","58.432014"
"3243","60","60","60"
"3541","60","60","60"
"3837","24.250042","24.250042","24.250042"
"4116","27.789825","27.789825","27.789825"
"4393","60","60","60"
"4659","60","60","60"
"4955","38.819713","38.819713","38.819713"
"5208","60","60","60"
"5472","10.195604","10.195604","10.195604"
"5725","60","60","60"
"6021","60","60","60"
"6259","60","60","60"
"6555","36.886379999999996","36.886379999999996","36.886379999999996"
"6827","60","60","60"
"7058","25.591037","25.591037","25.591037"
"7285","57.163158","57.163158","57.163158"
"7564","12.243398","12.243398","12.243398"
"7862","7.360459","7.360459","7.360459"
"8089","21.966531","21.966531","21.966531"
"8335","60","60","60"
"8594","60","60","60"
"8832","47.831180999999994","47.831180999999994","47.831180999999994"
"9039","60","60","60"
"9253","60","60","60"
"9499","60","60","60"
"9719","60","60","60"
"9939","60","60","60"
"10224","53.170347","53.170347","53.170347"
"10477","21.952334","21.952334","21.952334"
"10775","60","60","60"
"10974","37.007463","37.007463","37.007463"
"11207","60","60","60"
"11434","60","60","60"
"11648","60","60","60"
"11875","21.481195","21.481195","21.481195"
"12082","26.185839","26.185839","26.185839"
"12380","25.869","25.869","25.869"
"12620","23.160732","23.160732","23.160732"
