"Step","desert-sky-552 - latency/qsoload_q10-005","desert-sky-552 - latency/qsoload_q10-005__MIN","desert-sky-552 - latency/qsoload_q10-005__MAX"
"92","5.1771840000000005","5.1771840000000005","5.1771840000000005"
"323","60","60","60"
"621","34.340703000000005","34.340703000000005","34.340703000000005"
"913","60","60","60"
"1192","19.145654","19.145654","19.145654"
"1488","30.427884","30.427884","30.427884"
"1784","60","60","60"
"2028","60","60","60"
"2246","31.655462","31.655462","31.655462"
"2458","13.153694","13.153694","13.153694"
"2657","51.730614","51.730614","51.730614"
"2955","60","60","60"
"3208","6.188115","6.188115","6.188115"
"3506","18.339355","18.339355","18.339355"
"3802","16.408526000000002","16.408526000000002","16.408526000000002"
"4081","14.228286","14.228286","14.228286"
"4358","60","60","60"
"4624","60","60","60"
"4920","60","60","60"
"5173","60","60","60"
"5437","60","60","60"
"5690","60","60","60"
"5986","60","60","60"
"6224","60","60","60"
"6520","60","60","60"
"6792","40.298563","40.298563","40.298563"
"7023","27.172832","27.172832","27.172832"
"7250","60","60","60"
"7529","1.627361","1.627361","1.627361"
"7827","26.390178","26.390178","26.390178"
"8054","8.869076999999999","8.869076999999999","8.869076999999999"
"8300","60","60","60"
"8559","60","60","60"
"8797","28.398224","28.398224","28.398224"
"9004","60","60","60"
"9218","60","60","60"
"9464","60","60","60"
"9684","60","60","60"
"9904","56.427304","56.427304","56.427304"
"10189","60","60","60"
"10442","60","60","60"
"10740","49.345375999999995","49.345375999999995","49.345375999999995"
"10939","60","60","60"
"11172","60","60","60"
"11399","60","60","60"
"11613","53.285765","53.285765","53.285765"
"11840","60","60","60"
"12047","45.555568","45.555568","45.555568"
"12345","60","60","60"
"12585","60","60","60"
