"Step","desert-sky-552 - latency/qsoload_q3-003","desert-sky-552 - latency/qsoload_q3-003__MIN","desert-sky-552 - latency/qsoload_q3-003__MAX"
"130","32.068806","32.068806","32.068806"
"361","30.002245","30.002245","30.002245"
"659","29.160664","29.160664","29.160664"
"951","48.653445","48.653445","48.653445"
"1230","60","60","60"
"1526","60","60","60"
"1822","60","60","60"
"2066","60","60","60"
"2284","32.139331999999996","32.139331999999996","32.139331999999996"
"2496","60","60","60"
"2695","60","60","60"
"2993","60","60","60"
"3246","21.89993","21.89993","21.89993"
"3544","60","60","60"
"3840","60","60","60"
"4119","31.020382","31.020382","31.020382"
"4396","49.392655","49.392655","49.392655"
"4662","60","60","60"
"4958","47.338267","47.338267","47.338267"
"5211","60","60","60"
"5475","60","60","60"
"5728","60","60","60"
"6024","60","60","60"
"6262","60","60","60"
"6558","60","60","60"
"6830","60","60","60"
"7061","60","60","60"
"7288","12.232547","12.232547","12.232547"
"7567","6.97787","6.97787","6.97787"
"7865","8.186176","8.186176","8.186176"
"8092","36.76594600000001","36.76594600000001","36.76594600000001"
"8338","60","60","60"
"8597","60","60","60"
"8835","60","60","60"
"9042","60","60","60"
"9256","24.353703000000003","24.353703000000003","24.353703000000003"
"9502","41.048828","41.048828","41.048828"
"9722","60","60","60"
"9942","19.968742","19.968742","19.968742"
"10227","53.481834","53.481834","53.481834"
"10480","46.419136","46.419136","46.419136"
"10778","60","60","60"
"10977","60","60","60"
"11210","60","60","60"
"11437","40.086652","40.086652","40.086652"
"11651","16.283795","16.283795","16.283795"
"11878","14.521245","14.521245","14.521245"
"12085","21.869413","21.869413","21.869413"
"12383","23.35489","23.35489","23.35489"
"12623","52.282904","52.282904","52.282904"
