"Step","desert-sky-552 - latency/qsoload_q6-004","desert-sky-552 - latency/qsoload_q6-004__MIN","desert-sky-552 - latency/qsoload_q6-004__MAX"
"146","30.335117999999998","30.335117999999998","30.335117999999998"
"377","60","60","60"
"675","30.667994","30.667994","30.667994"
"967","19.145991000000002","19.145991000000002","19.145991000000002"
"1246","51.988483","51.988483","51.988483"
"1542","60","60","60"
"1838","8.840746999999999","8.840746999999999","8.840746999999999"
"2082","5.162897","5.162897","5.162897"
"2300","59.002228","59.002228","59.002228"
"2512","60","60","60"
"2711","1.176306","1.176306","1.176306"
"3009","53.072488","53.072488","53.072488"
"3262","60","60","60"
"3560","14.546192","14.546192","14.546192"
"3856","14.087985","14.087985","14.087985"
"4135","0.529727","0.529727","0.529727"
"4412","5.855657","5.855657","5.855657"
"4678","11.044066999999998","11.044066999999998","11.044066999999998"
"4974","3.54154","3.54154","3.54154"
"5227","1.2351159999999999","1.2351159999999999","1.2351159999999999"
"5491","0.29872699999999996","0.29872699999999996","0.29872699999999996"
"5744","0.532336","0.532336","0.532336"
"6040","0.700322","0.700322","0.700322"
"6278","0.107239","0.107239","0.107239"
"6574","2.764141","2.764141","2.764141"
"6846","0.02699","0.02699","0.02699"
"7077","0.107886","0.107886","0.107886"
"7304","0.12104300000000001","0.12104300000000001","0.12104300000000001"
"7583","0.084588","0.084588","0.084588"
"7881","0.135877","0.135877","0.135877"
"8108","0.131815","0.131815","0.131815"
"8354","0.09039900000000001","0.09039900000000001","0.09039900000000001"
"8613","0.130906","0.130906","0.130906"
"8851","0.111851","0.111851","0.111851"
"9058","0.059886","0.059886","0.059886"
"9272","0.771192","0.771192","0.771192"
"9518","0.107239","0.107239","0.107239"
"9738","0.092957","0.092957","0.092957"
"9958","0.058415","0.058415","0.058415"
"10243","0.107886","0.107886","0.107886"
"10496","0.083268","0.083268","0.083268"
"10794","0.149906","0.149906","0.149906"
"10993","0.12104300000000001","0.12104300000000001","0.12104300000000001"
"11226","0.055072","0.055072","0.055072"
"11453","0.02699","0.02699","0.02699"
"11667","0.130906","0.130906","0.130906"
"11894","0.022356","0.022356","0.022356"
"12101","0.031010000000000003","0.031010000000000003","0.031010000000000003"
"12399","0.111851","0.111851","0.111851"
"12639","0.084588","0.084588","0.084588"
