"Step","desert-sky-552 - latency/qsoload_q6-005","desert-sky-552 - latency/qsoload_q6-005__MIN","desert-sky-552 - latency/qsoload_q6-005__MAX"
"147","29.617528999999998","29.617528999999998","29.617528999999998"
"378","58.49767","58.49767","58.49767"
"676","26.581225999999997","26.581225999999997","26.581225999999997"
"968","17.425856","17.425856","17.425856"
"1247","50.193775","50.193775","50.193775"
"1543","60","60","60"
"1839","9.223706","9.223706","9.223706"
"2083","5.207055","5.207055","5.207055"
"2301","58.464131","58.464131","58.464131"
"2513","59.506674","59.506674","59.506674"
"2712","0.462212","0.462212","0.462212"
"3010","52.289283000000005","52.289283000000005","52.289283000000005"
"3263","60","60","60"
"3561","13.583455","13.583455","13.583455"
"3857","14.084766","14.084766","14.084766"
"4136","0.516968","0.516968","0.516968"
"4413","5.767154000000001","5.767154000000001","5.767154000000001"
"4679","10.3747","10.3747","10.3747"
"4975","3.3943119999999998","3.3943119999999998","3.3943119999999998"
"5228","1.041511","1.041511","1.041511"
"5492","0.220301","0.220301","0.220301"
"5745","0.5182329999999999","0.5182329999999999","0.5182329999999999"
"6041","0.402778","0.402778","0.402778"
"6279","0.026676","0.026676","0.026676"
"6575","2.73541","2.73541","2.73541"
"6847","0.01558","0.01558","0.01558"
"7078","0.017823000000000002","0.017823000000000002","0.017823000000000002"
"7305","0.028976","0.028976","0.028976"
"7584","0.033654","0.033654","0.033654"
"7882","0.041822000000000005","0.041822000000000005","0.041822000000000005"
"8109","0.055973","0.055973","0.055973"
"8355","0.024439","0.024439","0.024439"
"8614","0.023461","0.023461","0.023461"
"8852","0.029043","0.029043","0.029043"
"9059","0.020047000000000002","0.020047000000000002","0.020047000000000002"
"9273","0.47248399999999996","0.47248399999999996","0.47248399999999996"
"9519","0.026676","0.026676","0.026676"
"9739","0.037261","0.037261","0.037261"
"9959","0.019523","0.019523","0.019523"
"10244","0.017823000000000002","0.017823000000000002","0.017823000000000002"
"10497","0.053926","0.053926","0.053926"
"10795","0.041271","0.041271","0.041271"
"10994","0.028976","0.028976","0.028976"
"11227","0.037685","0.037685","0.037685"
"11454","0.01558","0.01558","0.01558"
"11668","0.023461","0.023461","0.023461"
"11895","0.006299000000000001","0.006299000000000001","0.006299000000000001"
"12102","0.00754","0.00754","0.00754"
"12400","0.029043","0.029043","0.029043"
"12640","0.033654","0.033654","0.033654"
