"Step","desert-sky-552 - latency/qsoload_q8-003","desert-sky-552 - latency/qsoload_q8-003__MIN","desert-sky-552 - latency/qsoload_q8-003__MAX"
"155","6.761680999999999","6.761680999999999","6.761680999999999"
"386","10.784223","10.784223","10.784223"
"684","10.322324","10.322324","10.322324"
"976","14.465662","14.465662","14.465662"
"1255","3.509973","3.509973","3.509973"
"1551","1.29526","1.29526","1.29526"
"1847","13.31044","13.31044","13.31044"
"2091","30.212894","30.212894","30.212894"
"2309","5.1664579999999996","5.1664579999999996","5.1664579999999996"
"2521","0.8906459999999999","0.8906459999999999","0.8906459999999999"
"2720","9.366586999999999","9.366586999999999","9.366586999999999"
"3018","14.120636000000001","14.120636000000001","14.120636000000001"
"3271","60","60","60"
"3569","60","60","60"
"3865","59.719974","59.719974","59.719974"
"4144","35.165642999999996","35.165642999999996","35.165642999999996"
"4421","1.990107","1.990107","1.990107"
"4687","19.963841","19.963841","19.963841"
"4983","0.045688","0.045688","0.045688"
"5236","1.852414","1.852414","1.852414"
"5500","2.194609","2.194609","2.194609"
"5753","0.12412999999999999","0.12412999999999999","0.12412999999999999"
"6049","3.218171","3.218171","3.218171"
"6287","2.1695949999999997","2.1695949999999997","2.1695949999999997"
"6583","11.481605","11.481605","11.481605"
"6855","0.064455","0.064455","0.064455"
"7086","10.100741","10.100741","10.100741"
"7313","52.256252999999994","52.256252999999994","52.256252999999994"
"7592","0.066263","0.066263","0.066263"
"7890","0.06487000000000001","0.06487000000000001","0.06487000000000001"
"8117","0.064896","0.064896","0.064896"
"8363","0.062914","0.062914","0.062914"
"8622","6.947067","6.947067","6.947067"
"8860","0.131926","0.131926","0.131926"
"9067","0.06673","0.06673","0.06673"
"9281","0.038389","0.038389","0.038389"
"9527","0.037164","0.037164","0.037164"
"9747","0.036382","0.036382","0.036382"
"9967","0.038976","0.038976","0.038976"
"10252","0.039740000000000004","0.039740000000000004","0.039740000000000004"
"10505","0.039392","0.039392","0.039392"
"10803","0.057974","0.057974","0.057974"
"11002","0.044938000000000006","0.044938000000000006","0.044938000000000006"
"11235","0.049943","0.049943","0.049943"
"11462","0.046653","0.046653","0.046653"
"11676","0.047279","0.047279","0.047279"
"11903","0.064201","0.064201","0.064201"
"12110","4.9487879999999995","4.9487879999999995","4.9487879999999995"
"12408","9.440894","9.440894","9.440894"
"12648","0.062546","0.062546","0.062546"
