"Step","desert-sky-552 - latency/qsoload_q10-002","desert-sky-552 - latency/qsoload_q10-002__MIN","desert-sky-552 - latency/qsoload_q10-002__MAX"
"89","17.515133000000002","17.515133000000002","17.515133000000002"
"320","60","60","60"
"618","36.853747000000006","36.853747000000006","36.853747000000006"
"910","60","60","60"
"1189","60","60","60"
"1485","60","60","60"
"1781","60","60","60"
"2025","60","60","60"
"2243","31.625632000000003","31.625632000000003","31.625632000000003"
"2455","60","60","60"
"2654","60","60","60"
"2952","60","60","60"
"3205","5.3034669999999995","5.3034669999999995","5.3034669999999995"
"3503","60","60","60"
"3799","60","60","60"
"4078","14.190366","14.190366","14.190366"
"4355","60","60","60"
"4621","60","60","60"
"4917","60","60","60"
"5170","60","60","60"
"5434","60","60","60"
"5687","60","60","60"
"5983","60","60","60"
"6221","60","60","60"
"6517","60","60","60"
"6789","42.094634","42.094634","42.094634"
"7020","23.197625","23.197625","23.197625"
"7247","60","60","60"
"7526","1.486181","1.486181","1.486181"
"7824","28.946776000000003","28.946776000000003","28.946776000000003"
"8051","9.283809","9.283809","9.283809"
"8297","60","60","60"
"8556","60.165733","60.165733","60.165733"
"8794","28.950782","28.950782","28.950782"
"9001","60","60","60"
"9215","60","60","60"
"9461","60","60","60"
"9681","60","60","60"
"9901","60","60","60"
"10186","60","60","60"
"10439","60","60","60"
"10737","40.842642999999995","40.842642999999995","40.842642999999995"
"10936","60","60","60"
"11169","60","60","60"
"11396","60","60","60"
"11610","53.135222","53.135222","53.135222"
"11837","60","60","60"
"12044","46.730154","46.730154","46.730154"
"12342","60","60","60"
"12582","60","60","60"
