"Step","desert-sky-552 - latency/qsoload_q15-001","desert-sky-552 - latency/qsoload_q15-001__MIN","desert-sky-552 - latency/qsoload_q15-001__MAX"
"113","30.328691","30.328691","30.328691"
"344","57.716142","57.716142","57.716142"
"642","50.60822","50.60822","50.60822"
"934","51.903175000000005","51.903175000000005","51.903175000000005"
"1213","4.5246450000000005","4.5246450000000005","4.5246450000000005"
"1509","47.231956","47.231956","47.231956"
"1805","11.89988","11.89988","11.89988"
"2049","8.547519","8.547519","8.547519"
"2267","1.258802","1.258802","1.258802"
"2479","2.725813","2.725813","2.725813"
"2678","0.720832","0.720832","0.720832"
"2976","8.423388999999998","8.423388999999998","8.423388999999998"
"3229","31.790491999999997","31.790491999999997","31.790491999999997"
"3527","2.203202","2.203202","2.203202"
"3823","0.946534","0.946534","0.946534"
"4102","0.720227","0.720227","0.720227"
"4379","60","60","60"
"4645","60","60","60"
"4941","18.020849","18.020849","18.020849"
"5194","2.523896","2.523896","2.523896"
"5458","3.6095129999999997","3.6095129999999997","3.6095129999999997"
"5711","3.9195729999999998","3.9195729999999998","3.9195729999999998"
"6007","0.653059","0.653059","0.653059"
"6245","60","60","60"
"6541","60","60","60"
"6813","3.891277","3.891277","3.891277"
"7044","2.761294","2.761294","2.761294"
"7271","9.426808999999999","9.426808999999999","9.426808999999999"
"7550","2.814219","2.814219","2.814219"
"7848","4.914126","4.914126","4.914126"
"8075","3.220913","3.220913","3.220913"
"8321","5.6602820000000005","5.6602820000000005","5.6602820000000005"
"8580","2.5803409999999998","2.5803409999999998","2.5803409999999998"
"8818","2.765326","2.765326","2.765326"
"9025","0.806661","0.806661","0.806661"
"9239","4.267904000000001","4.267904000000001","4.267904000000001"
"9485","1.523093","1.523093","1.523093"
"9705","3.201209","3.201209","3.201209"
"9925","1.988371","1.988371","1.988371"
"10210","1.695068","1.695068","1.695068"
"10463","2.495226","2.495226","2.495226"
"10761","1.819415","1.819415","1.819415"
"10960","2.3509569999999997","2.3509569999999997","2.3509569999999997"
"11193","1.706288","1.706288","1.706288"
"11420","2.869485","2.869485","2.869485"
"11634","1.874493","1.874493","1.874493"
"11861","1.775055","1.775055","1.775055"
"12068","3.6279079999999997","3.6279079999999997","3.6279079999999997"
"12366","3.924918","3.924918","3.924918"
"12606","2.389379","2.389379","2.389379"
