"Step","desert-sky-552 - latency/qsoload_q9-006","desert-sky-552 - latency/qsoload_q9-006__MIN","desert-sky-552 - latency/qsoload_q9-006__MAX"
"160","60","60","60"
"391","19.730754","19.730754","19.730754"
"689","8.200304000000001","8.200304000000001","8.200304000000001"
"981","5.35552","5.35552","5.35552"
"1260","2.6641120000000003","2.6641120000000003","2.6641120000000003"
"1556","3.687978","3.687978","3.687978"
"1852","11.730286","11.730286","11.730286"
"2096","60","60","60"
"2314","6.971413999999999","6.971413999999999","6.971413999999999"
"2526","60","60","60"
"2725","9.299584999999999","9.299584999999999","9.299584999999999"
"3023","13.202135","13.202135","13.202135"
"3276","9.473361","9.473361","9.473361"
"3574","17.38007","17.38007","17.38007"
"3870","6.328064","6.328064","6.328064"
"4149","2.388078","2.388078","2.388078"
"4426","55.450186","55.450186","55.450186"
"4692","1.873402","1.873402","1.873402"
"4988","1.8925070000000002","1.8925070000000002","1.8925070000000002"
"5241","3.070436","3.070436","3.070436"
"5505","19.594409","19.594409","19.594409"
"5758","2.052489","2.052489","2.052489"
"6054","1.9757470000000001","1.9757470000000001","1.9757470000000001"
"6292","4.3573509999999995","4.3573509999999995","4.3573509999999995"
"6588","2.8770990000000003","2.8770990000000003","2.8770990000000003"
"6860","2.070178","2.070178","2.070178"
"7091","1.851654","1.851654","1.851654"
"7318","2.4814070000000004","2.4814070000000004","2.4814070000000004"
"7597","1.879578","1.879578","1.879578"
"7895","2.4266419999999997","2.4266419999999997","2.4266419999999997"
"8122","3.271262","3.271262","3.271262"
"8368","2.7120830000000002","2.7120830000000002","2.7120830000000002"
"8627","2.688957","2.688957","2.688957"
"8865","2.419928","2.419928","2.419928"
"9072","2.568283","2.568283","2.568283"
"9286","2.496352","2.496352","2.496352"
"9532","4.147565999999999","4.147565999999999","4.147565999999999"
"9752","2.296835","2.296835","2.296835"
"9972","2.4249340000000004","2.4249340000000004","2.4249340000000004"
"10257","2.601416","2.601416","2.601416"
"10510","2.4403580000000002","2.4403580000000002","2.4403580000000002"
"10808","2.495542","2.495542","2.495542"
"11007","2.8521959999999997","2.8521959999999997","2.8521959999999997"
"11240","2.565856","2.565856","2.565856"
"11467","1.923772","1.923772","1.923772"
"11681","2.8925430000000003","2.8925430000000003","2.8925430000000003"
"11908","1.947568","1.947568","1.947568"
"12115","0.52725","0.52725","0.52725"
"12413","1.437691","1.437691","1.437691"
"12653","0.5420349999999999","0.5420349999999999","0.5420349999999999"
