"Step","desert-sky-552 - latency/qsoload_q13-003","desert-sky-552 - latency/qsoload_q13-003__MIN","desert-sky-552 - latency/qsoload_q13-003__MAX"
"105","52.920536","52.920536","52.920536"
"336","34.102978","34.102978","34.102978"
"634","15.023700000000002","15.023700000000002","15.023700000000002"
"926","21.485566","21.485566","21.485566"
"1205","3.8002260000000003","3.8002260000000003","3.8002260000000003"
"1501","14.211227000000001","14.211227000000001","14.211227000000001"
"1797","18.957194","18.957194","18.957194"
"2041","10.400503","10.400503","10.400503"
"2259","2.977777","2.977777","2.977777"
"2471","1.507894","1.507894","1.507894"
"2670","8.725736000000001","8.725736000000001","8.725736000000001"
"2968","60","60","60"
"3221","15.764786","15.764786","15.764786"
"3519","2.927218","2.927218","2.927218"
"3815","1.6937","1.6937","1.6937"
"4094","5.370397","5.370397","5.370397"
"4371","1.836369","1.836369","1.836369"
"4637","3.356947","3.356947","3.356947"
"4933","1.661691","1.661691","1.661691"
"5186","2.4472289999999997","2.4472289999999997","2.4472289999999997"
"5450","60","60","60"
"5703","60","60","60"
"5999","27.012949","27.012949","27.012949"
"6237","60","60","60"
"6533","60","60","60"
"6805","9.0677","9.0677","9.0677"
"7036","7.701792","7.701792","7.701792"
"7263","3.8335700000000004","3.8335700000000004","3.8335700000000004"
"7542","2.7051529999999997","2.7051529999999997","2.7051529999999997"
"7840","11.127242","11.127242","11.127242"
"8067","60","60","60"
"8313","12.94897","12.94897","12.94897"
"8572","4.653912","4.653912","4.653912"
"8810","1.989633","1.989633","1.989633"
"9017","4.452227","4.452227","4.452227"
"9231","1.8910429999999998","1.8910429999999998","1.8910429999999998"
"9477","7.019826","7.019826","7.019826"
"9697","1.89007","1.89007","1.89007"
"9917","1.846948","1.846948","1.846948"
"10202","2.2714899999999996","2.2714899999999996","2.2714899999999996"
"10455","1.8439949999999998","1.8439949999999998","1.8439949999999998"
"10753","1.078392","1.078392","1.078392"
"10952","1.049039","1.049039","1.049039"
"11185","0.980467","0.980467","0.980467"
"11412","0.802662","0.802662","0.802662"
"11626","0.866266","0.866266","0.866266"
"11853","60","60","60"
"12060","2.134334","2.134334","2.134334"
"12358","0.807329","0.807329","0.807329"
"12598","3.178248","3.178248","3.178248"
