"Step","desert-sky-552 - latency/qsoload_q4-005","desert-sky-552 - latency/qsoload_q4-005__MIN","desert-sky-552 - latency/qsoload_q4-005__MAX"
"137","13.027145","13.027145","13.027145"
"368","21.532329","21.532329","21.532329"
"666","2.5349459999999997","2.5349459999999997","2.5349459999999997"
"958","7.413099","7.413099","7.413099"
"1237","60","60","60"
"1533","11.307113","11.307113","11.307113"
"1829","16.835369","16.835369","16.835369"
"2073","5.856993999999999","5.856993999999999","5.856993999999999"
"2291","2.2348820000000003","2.2348820000000003","2.2348820000000003"
"2503","4.895148","4.895148","4.895148"
"2702","6.501225000000001","6.501225000000001","6.501225000000001"
"3000","60","60","60"
"3253","16.266635","16.266635","16.266635"
"3551","8.944244000000001","8.944244000000001","8.944244000000001"
"3847","21.834152999999997","21.834152999999997","21.834152999999997"
"4126","6.5951509999999995","6.5951509999999995","6.5951509999999995"
"4403","7.2137150000000005","7.2137150000000005","7.2137150000000005"
"4669","27.634806","27.634806","27.634806"
"4965","22.111149","22.111149","22.111149"
"5218","7.538055","7.538055","7.538055"
"5482","55.130574","55.130574","55.130574"
"5735","0.09346299999999999","0.09346299999999999","0.09346299999999999"
"6031","0.36955200000000005","0.36955200000000005","0.36955200000000005"
"6269","3.445734","3.445734","3.445734"
"6565","2.806479","2.806479","2.806479"
"6837","0.11427","0.11427","0.11427"
"7068","1.313857","1.313857","1.313857"
"7295","0.100059","0.100059","0.100059"
"7574","0.092631","0.092631","0.092631"
"7872","0.123857","0.123857","0.123857"
"8099","0.113496","0.113496","0.113496"
"8345","1.327153","1.327153","1.327153"
"8604","0.511831","0.511831","0.511831"
"8842","1.2067260000000002","1.2067260000000002","1.2067260000000002"
"9049","1.6097940000000002","1.6097940000000002","1.6097940000000002"
"9263","3.084113","3.084113","3.084113"
"9509","0.778045","0.778045","0.778045"
"9729","0.142481","0.142481","0.142481"
"9949","1.901005","1.901005","1.901005"
"10234","0.10876999999999999","0.10876999999999999","0.10876999999999999"
"10487","0.10838800000000001","0.10838800000000001","0.10838800000000001"
"10785","0.532605","0.532605","0.532605"
"10984","0.129145","0.129145","0.129145"
"11217","0.09346299999999999","0.09346299999999999","0.09346299999999999"
"11444","0.100059","0.100059","0.100059"
"11658","0.123857","0.123857","0.123857"
"11885","0.11427","0.11427","0.11427"
"12092","0.10699","0.10699","0.10699"
"12390","3.3305439999999997","3.3305439999999997","3.3305439999999997"
"12630","0.113979","0.113979","0.113979"
