"Step","confused-terrain-544 - latency/qimdbload_3a1092","confused-terrain-544 - latency/qimdbload_3a1092__MIN","confused-terrain-544 - latency/qimdbload_3a1092__MAX"
"55","9.122243000000001","9.122243000000001","9.122243000000001"
"262","5.138934","5.138934","5.138934"
"469","4.516291","4.516291","4.516291"
"677","3.03693","3.03693","3.03693"
"884","2.202933","2.202933","2.202933"
"1092","2.402701","2.402701","2.402701"
"1300","3.732565","3.732565","3.732565"
"1455","2.050256","2.050256","2.050256"
"1571","2.053049","2.053049","2.053049"
"1778","1.9992699999999999","1.9992699999999999","1.9992699999999999"
"1986","1.465818","1.465818","1.465818"
"2128","1.223117","1.223117","1.223117"
"2336","2.0684720000000003","2.0684720000000003","2.0684720000000003"
"2492","1.106072","1.106072","1.106072"
"2699","1.436062","1.436062","1.436062"
"2906","1.196157","1.196157","1.196157"
"3113","1.207404","1.207404","1.207404"
"3256","1.22033","1.22033","1.22033"
"3366","1.94021","1.94021","1.94021"
"3574","1.163891","1.163891","1.163891"
"3716","1.2997159999999999","1.2997159999999999","1.2997159999999999"
"3826","1.348344","1.348344","1.348344"
"3962","1.152221","1.152221","1.152221"
"4072","1.185144","1.185144","1.185144"
"4279","1.239024","1.239024","1.239024"
"4421","3.53262","3.53262","3.53262"
"4583","1.250937","1.250937","1.250937"
"4732","1.161489","1.161489","1.161489"
"4862","1.231189","1.231189","1.231189"
"5069","1.204016","1.204016","1.204016"
"5276","1.223671","1.223671","1.223671"
"5412","1.1797090000000001","1.1797090000000001","1.1797090000000001"
"5593","1.1666379999999998","1.1666379999999998","1.1666379999999998"
"5781","2.8708560000000003","2.8708560000000003","2.8708560000000003"
"5970","1.270882","1.270882","1.270882"
"6132","1.1914259999999999","1.1914259999999999","1.1914259999999999"
"6269","1.348295","1.348295","1.348295"
"6438","1.217603","1.217603","1.217603"
"6646","1.076162","1.076162","1.076162"
"6783","3.255471","3.255471","3.255471"
"6907","1.113826","1.113826","1.113826"
"7115","1.284006","1.284006","1.284006"
"7278","2.434762","2.434762","2.434762"
"7428","1.245768","1.245768","1.245768"
"7617","1.192858","1.192858","1.192858"
"7799","1.18027","1.18027","1.18027"
"7916","1.7453420000000002","1.7453420000000002","1.7453420000000002"
"8079","0.988678","0.988678","0.988678"
"8242","0.923629","0.923629","0.923629"
"8450","0.9688049999999999","0.9688049999999999","0.9688049999999999"
