"Step","confused-terrain-544 - latency/qimdbload_3a1108","confused-terrain-544 - latency/qimdbload_3a1108__MIN","confused-terrain-544 - latency/qimdbload_3a1108__MAX"
"56","10.685723","10.685723","10.685723"
"263","8.051982","8.051982","8.051982"
"470","3.330324","3.330324","3.330324"
"678","5.854412999999999","5.854412999999999","5.854412999999999"
"885","2.721542","2.721542","2.721542"
"1093","2.618268","2.618268","2.618268"
"1301","2.436191","2.436191","2.436191"
"1456","2.305029","2.305029","2.305029"
"1572","2.146306","2.146306","2.146306"
"1779","2.130684","2.130684","2.130684"
"1987","2.082941","2.082941","2.082941"
"2129","2.30789","2.30789","2.30789"
"2337","2.1824250000000003","2.1824250000000003","2.1824250000000003"
"2493","1.515943","1.515943","1.515943"
"2700","2.354522","2.354522","2.354522"
"2907","1.598889","1.598889","1.598889"
"3114","1.510676","1.510676","1.510676"
"3257","1.5305499999999999","1.5305499999999999","1.5305499999999999"
"3367","1.643644","1.643644","1.643644"
"3575","1.493635","1.493635","1.493635"
"3717","1.3891099999999998","1.3891099999999998","1.3891099999999998"
"3827","1.880163","1.880163","1.880163"
"3963","1.980323","1.980323","1.980323"
"4073","1.48436","1.48436","1.48436"
"4280","1.514147","1.514147","1.514147"
"4422","3.963779","3.963779","3.963779"
"4584","1.500338","1.500338","1.500338"
"4733","1.4743060000000001","1.4743060000000001","1.4743060000000001"
"4863","1.483403","1.483403","1.483403"
"5070","1.54104","1.54104","1.54104"
"5277","2.044487","2.044487","2.044487"
"5413","1.504753","1.504753","1.504753"
"5594","1.577901","1.577901","1.577901"
"5782","2.428225","2.428225","2.428225"
"5971","1.402587","1.402587","1.402587"
"6133","1.411022","1.411022","1.411022"
"6270","1.422416","1.422416","1.422416"
"6439","1.4166489999999998","1.4166489999999998","1.4166489999999998"
"6647","1.433866","1.433866","1.433866"
"6784","2.643724","2.643724","2.643724"
"6908","1.430962","1.430962","1.430962"
"7116","1.3933330000000002","1.3933330000000002","1.3933330000000002"
"7279","2.627102","2.627102","2.627102"
"7429","1.436422","1.436422","1.436422"
"7618","1.468894","1.468894","1.468894"
"7800","1.457307","1.457307","1.457307"
"7917","1.492237","1.492237","1.492237"
"8080","1.4775719999999999","1.4775719999999999","1.4775719999999999"
"8243","1.4638989999999998","1.4638989999999998","1.4638989999999998"
"8451","1.233523","1.233523","1.233523"
