"Step","confused-terrain-544 - latency/qimdbload_2b179","confused-terrain-544 - latency/qimdbload_2b179__MIN","confused-terrain-544 - latency/qimdbload_2b179__MAX"
"50","12.035489","12.035489","12.035489"
"257","17.477828000000002","17.477828000000002","17.477828000000002"
"464","3.341214","3.341214","3.341214"
"672","3.0904160000000003","3.0904160000000003","3.0904160000000003"
"879","1.952994","1.952994","1.952994"
"1087","1.564854","1.564854","1.564854"
"1295","2.446402","2.446402","2.446402"
"1450","6.346282","6.346282","6.346282"
"1566","2.704471","2.704471","2.704471"
"1773","1.581413","1.581413","1.581413"
"1981","6.52531","6.52531","6.52531"
"2123","1.111856","1.111856","1.111856"
"2331","2.266851","2.266851","2.266851"
"2487","3.3642109999999996","3.3642109999999996","3.3642109999999996"
"2694","1.279029","1.279029","1.279029"
"2901","1.2671869999999998","1.2671869999999998","1.2671869999999998"
"3108","1.237884","1.237884","1.237884"
"3251","1.2795999999999998","1.2795999999999998","1.2795999999999998"
"3361","1.286079","1.286079","1.286079"
"3569","1.273756","1.273756","1.273756"
"3711","1.242051","1.242051","1.242051"
"3821","1.204013","1.204013","1.204013"
"3957","1.177863","1.177863","1.177863"
"4067","1.1885139999999998","1.1885139999999998","1.1885139999999998"
"4274","1.192428","1.192428","1.192428"
"4416","1.9970350000000001","1.9970350000000001","1.9970350000000001"
"4578","1.209181","1.209181","1.209181"
"4727","1.1576","1.1576","1.1576"
"4857","1.143252","1.143252","1.143252"
"5064","1.3793710000000001","1.3793710000000001","1.3793710000000001"
"5271","2.02433","2.02433","2.02433"
"5407","1.16105","1.16105","1.16105"
"5588","1.2007139999999998","1.2007139999999998","1.2007139999999998"
"5776","2.070537","2.070537","2.070537"
"5965","1.751565","1.751565","1.751565"
"6127","1.2963879999999999","1.2963879999999999","1.2963879999999999"
"6264","1.105712","1.105712","1.105712"
"6433","1.09104","1.09104","1.09104"
"6641","1.063471","1.063471","1.063471"
"6778","1.089827","1.089827","1.089827"
"6902","0.983796","0.983796","0.983796"
"7110","1.305826","1.305826","1.305826"
"7273","2.042295","2.042295","2.042295"
"7423","1.085232","1.085232","1.085232"
"7612","1.343116","1.343116","1.343116"
"7794","1.7483469999999999","1.7483469999999999","1.7483469999999999"
"7911","0.817804","0.817804","0.817804"
"8074","0.942538","0.942538","0.942538"
"8237","1.774281","1.774281","1.774281"
"8445","1.0381479999999998","1.0381479999999998","1.0381479999999998"
