"Step","confused-terrain-544 - latency/qimdbload_2a404","confused-terrain-544 - latency/qimdbload_2a404__MIN","confused-terrain-544 - latency/qimdbload_2a404__MAX"
"48","7.540156","7.540156","7.540156"
"255","6.566309","6.566309","6.566309"
"462","4.752862","4.752862","4.752862"
"670","0.992223","0.992223","0.992223"
"877","1.731881","1.731881","1.731881"
"1085","1.27135","1.27135","1.27135"
"1293","2.519638","2.519638","2.519638"
"1448","4.357661","4.357661","4.357661"
"1564","3.164197","3.164197","3.164197"
"1771","1.903829","1.903829","1.903829"
"1979","5.2723450000000005","5.2723450000000005","5.2723450000000005"
"2121","1.273152","1.273152","1.273152"
"2329","2.341577","2.341577","2.341577"
"2485","1.1664480000000002","1.1664480000000002","1.1664480000000002"
"2692","1.179587","1.179587","1.179587"
"2899","2.022658","2.022658","2.022658"
"3106","1.068179","1.068179","1.068179"
"3249","1.195619","1.195619","1.195619"
"3359","1.134137","1.134137","1.134137"
"3567","4.861387","4.861387","4.861387"
"3709","1.424099","1.424099","1.424099"
"3819","1.3590309999999999","1.3590309999999999","1.3590309999999999"
"3955","1.3453689999999998","1.3453689999999998","1.3453689999999998"
"4065","2.194853","2.194853","2.194853"
"4272","1.427626","1.427626","1.427626"
"4414","2.250802","2.250802","2.250802"
"4576","1.283105","1.283105","1.283105"
"4725","1.333272","1.333272","1.333272"
"4855","30","30","30"
"5062","2.153087","2.153087","2.153087"
"5269","2.4561770000000003","2.4561770000000003","2.4561770000000003"
"5405","1.2507190000000001","1.2507190000000001","1.2507190000000001"
"5586","1.557162","1.557162","1.557162"
"5774","2.05116","2.05116","2.05116"
"5963","1.99838","1.99838","1.99838"
"6125","1.539568","1.539568","1.539568"
"6262","1.317169","1.317169","1.317169"
"6431","1.245325","1.245325","1.245325"
"6639","1.043961","1.043961","1.043961"
"6776","1.148229","1.148229","1.148229"
"6900","0.8678830000000001","0.8678830000000001","0.8678830000000001"
"7108","1.406791","1.406791","1.406791"
"7271","1.939934","1.939934","1.939934"
"7421","1.324781","1.324781","1.324781"
"7610","1.227778","1.227778","1.227778"
"7792","1.694348","1.694348","1.694348"
"7909","1.440845","1.440845","1.440845"
"8072","1.298816","1.298816","1.298816"
"8235","1.099982","1.099982","1.099982"
"8443","1.1861700000000002","1.1861700000000002","1.1861700000000002"
