"Step","confused-terrain-544 - latency/qimdbload_1a796","confused-terrain-544 - latency/qimdbload_1a796__MIN","confused-terrain-544 - latency/qimdbload_1a796__MAX"
"45","1.581342","1.581342","1.581342"
"252","5.239886","5.239886","5.239886"
"459","1.294431","1.294431","1.294431"
"667","0.9132939999999999","0.9132939999999999","0.9132939999999999"
"874","5.479252000000001","5.479252000000001","5.479252000000001"
"1082","2.396591","2.396591","2.396591"
"1290","2.681643","2.681643","2.681643"
"1445","3.4290770000000004","3.4290770000000004","3.4290770000000004"
"1561","2.341303","2.341303","2.341303"
"1768","3.416678","3.416678","3.416678"
"1976","5.85956","5.85956","5.85956"
"2118","1.6102180000000001","1.6102180000000001","1.6102180000000001"
"2326","2.336889","2.336889","2.336889"
"2482","1.787625","1.787625","1.787625"
"2689","1.3838499999999998","1.3838499999999998","1.3838499999999998"
"2896","1.4185139999999998","1.4185139999999998","1.4185139999999998"
"3103","0.9677169999999999","0.9677169999999999","0.9677169999999999"
"3246","1.149232","1.149232","1.149232"
"3356","1.571694","1.571694","1.571694"
"3564","2.625008","2.625008","2.625008"
"3706","1.195287","1.195287","1.195287"
"3816","1.513637","1.513637","1.513637"
"3952","1.293228","1.293228","1.293228"
"4062","1.8742480000000001","1.8742480000000001","1.8742480000000001"
"4269","1.4389280000000002","1.4389280000000002","1.4389280000000002"
"4411","1.742884","1.742884","1.742884"
"4573","1.059496","1.059496","1.059496"
"4722","9.149692","9.149692","9.149692"
"4852","1.355712","1.355712","1.355712"
"5059","1.236874","1.236874","1.236874"
"5266","1.234277","1.234277","1.234277"
"5402","1.175405","1.175405","1.175405"
"5583","1.32581","1.32581","1.32581"
"5771","2.3971060000000004","2.3971060000000004","2.3971060000000004"
"5960","1.4158119999999998","1.4158119999999998","1.4158119999999998"
"6122","1.1000619999999999","1.1000619999999999","1.1000619999999999"
"6259","1.311557","1.311557","1.311557"
"6428","1.1166479999999999","1.1166479999999999","1.1166479999999999"
"6636","1.693357","1.693357","1.693357"
"6773","1.3794110000000002","1.3794110000000002","1.3794110000000002"
"6897","2.491413","2.491413","2.491413"
"7105","1.685044","1.685044","1.685044"
"7268","1.69271","1.69271","1.69271"
"7418","1.081818","1.081818","1.081818"
"7607","1.065402","1.065402","1.065402"
"7789","1.20775","1.20775","1.20775"
"7906","0.919766","0.919766","0.919766"
"8069","1.116615","1.116615","1.116615"
"8232","0.881331","0.881331","0.881331"
"8440","0.8430850000000001","0.8430850000000001","0.8430850000000001"
