"Step","confused-terrain-544 - latency/qimdbload_5a276","confused-terrain-544 - latency/qimdbload_5a276__MIN","confused-terrain-544 - latency/qimdbload_5a276__MAX"
"62","1.899836","1.899836","1.899836"
"269","2.002185","2.002185","2.002185"
"476","1.381178","1.381178","1.381178"
"684","2.192109","2.192109","2.192109"
"891","1.744244","1.744244","1.744244"
"1099","1.109559","1.109559","1.109559"
"1307","0.955836","0.955836","0.955836"
"1462","1.245312","1.245312","1.245312"
"1578","1.514521","1.514521","1.514521"
"1785","2.429568","2.429568","2.429568"
"1993","1.360346","1.360346","1.360346"
"2135","2.437607","2.437607","2.437607"
"2343","1.8707770000000001","1.8707770000000001","1.8707770000000001"
"2499","0.7003550000000001","0.7003550000000001","0.7003550000000001"
"2706","0.6689149999999999","0.6689149999999999","0.6689149999999999"
"2913","0.679366","0.679366","0.679366"
"3120","0.9378329999999999","0.9378329999999999","0.9378329999999999"
"3263","1.187057","1.187057","1.187057"
"3373","1.172543","1.172543","1.172543"
"3581","1.044402","1.044402","1.044402"
"3723","1.5003689999999998","1.5003689999999998","1.5003689999999998"
"3833","0.9606","0.9606","0.9606"
"3969","1.05653","1.05653","1.05653"
"4079","3.182124","3.182124","3.182124"
"4286","1.207231","1.207231","1.207231"
"4428","1.235741","1.235741","1.235741"
"4590","1.301662","1.301662","1.301662"
"4739","0.536811","0.536811","0.536811"
"4869","0.7585919999999999","0.7585919999999999","0.7585919999999999"
"5076","0.569163","0.569163","0.569163"
"5283","0.470205","0.470205","0.470205"
"5419","0.558864","0.558864","0.558864"
"5600","0.754463","0.754463","0.754463"
"5788","0.702696","0.702696","0.702696"
"5977","0.787024","0.787024","0.787024"
"6139","0.496784","0.496784","0.496784"
"6276","0.707442","0.707442","0.707442"
"6445","1.180401","1.180401","1.180401"
"6653","0.630323","0.630323","0.630323"
"6790","1.42896","1.42896","1.42896"
"6914","0.992321","0.992321","0.992321"
"7122","0.69771","0.69771","0.69771"
"7285","1.243109","1.243109","1.243109"
"7435","0.758644","0.758644","0.758644"
"7624","1.14553","1.14553","1.14553"
"7806","1.0693679999999999","1.0693679999999999","1.0693679999999999"
"7923","0.923961","0.923961","0.923961"
"8086","0.7249800000000001","0.7249800000000001","0.7249800000000001"
"8249","1.333309","1.333309","1.333309"
"8457","0.762908","0.762908","0.762908"
