"Step","confused-terrain-544 - latency/qimdbload_6a104","confused-terrain-544 - latency/qimdbload_6a104__MIN","confused-terrain-544 - latency/qimdbload_6a104__MAX"
"63","3.4482049999999997","3.4482049999999997","3.4482049999999997"
"270","2.3343049999999996","2.3343049999999996","2.3343049999999996"
"477","6.537585","6.537585","6.537585"
"685","2.9267779999999997","2.9267779999999997","2.9267779999999997"
"892","5.3634260000000005","5.3634260000000005","5.3634260000000005"
"1100","1.490979","1.490979","1.490979"
"1308","3.30307","3.30307","3.30307"
"1463","1.9364290000000002","1.9364290000000002","1.9364290000000002"
"1579","1.166082","1.166082","1.166082"
"1786","1.3138530000000002","1.3138530000000002","1.3138530000000002"
"1994","5.998708","5.998708","5.998708"
"2136","2.888252","2.888252","2.888252"
"2344","1.3515229999999998","1.3515229999999998","1.3515229999999998"
"2500","1.474674","1.474674","1.474674"
"2707","1.121615","1.121615","1.121615"
"2914","1.2230530000000002","1.2230530000000002","1.2230530000000002"
"3121","1.324695","1.324695","1.324695"
"3264","1.102288","1.102288","1.102288"
"3374","1.300705","1.300705","1.300705"
"3582","2.250495","2.250495","2.250495"
"3724","1.436855","1.436855","1.436855"
"3834","1.439077","1.439077","1.439077"
"3970","1.205347","1.205347","1.205347"
"4080","1.08598","1.08598","1.08598"
"4287","1.0212759999999999","1.0212759999999999","1.0212759999999999"
"4429","1.010149","1.010149","1.010149"
"4591","1.2060050000000002","1.2060050000000002","1.2060050000000002"
"4740","1.177997","1.177997","1.177997"
"4870","1.0897080000000001","1.0897080000000001","1.0897080000000001"
"5077","2.003348","2.003348","2.003348"
"5284","1.1175650000000001","1.1175650000000001","1.1175650000000001"
"5420","1.480394","1.480394","1.480394"
"5601","1.160957","1.160957","1.160957"
"5789","2.077322","2.077322","2.077322"
"5978","1.117869","1.117869","1.117869"
"6140","1.1309870000000002","1.1309870000000002","1.1309870000000002"
"6277","1.1116810000000001","1.1116810000000001","1.1116810000000001"
"6446","1.167841","1.167841","1.167841"
"6654","1.746086","1.746086","1.746086"
"6791","0.9890549999999999","0.9890549999999999","0.9890549999999999"
"6915","1.328459","1.328459","1.328459"
"7123","1.407073","1.407073","1.407073"
"7286","0.904122","0.904122","0.904122"
"7436","1.1896179999999998","1.1896179999999998","1.1896179999999998"
"7625","1.131127","1.131127","1.131127"
"7807","2.495584","2.495584","2.495584"
"7924","1.178037","1.178037","1.178037"
"8087","1.8769339999999999","1.8769339999999999","1.8769339999999999"
"8250","1.336718","1.336718","1.336718"
"8458","1.1454490000000002","1.1454490000000002","1.1454490000000002"
