"Step","confused-terrain-544 - latency/qimdbload_8a117","confused-terrain-544 - latency/qimdbload_8a117__MIN","confused-terrain-544 - latency/qimdbload_8a117__MAX"
"67","30","30","30"
"274","2.941112","2.941112","2.941112"
"481","2.4122269999999997","2.4122269999999997","2.4122269999999997"
"689","2.226515","2.226515","2.226515"
"896","3.629852","3.629852","3.629852"
"1104","3.089268","3.089268","3.089268"
"1312","2.5916439999999996","2.5916439999999996","2.5916439999999996"
"1467","1.777283","1.777283","1.777283"
"1583","1.681546","1.681546","1.681546"
"1790","2.906289","2.906289","2.906289"
"1998","30","30","30"
"2140","2.8582910000000004","2.8582910000000004","2.8582910000000004"
"2348","3.4763699999999997","3.4763699999999997","3.4763699999999997"
"2504","30","30","30"
"2711","12.938706","12.938706","12.938706"
"2918","3.274983","3.274983","3.274983"
"3125","3.409233","3.409233","3.409233"
"3268","2.180602","2.180602","2.180602"
"3378","3.3649780000000002","3.3649780000000002","3.3649780000000002"
"3586","2.2744609999999996","2.2744609999999996","2.2744609999999996"
"3728","1.82599","1.82599","1.82599"
"3838","1.84671","1.84671","1.84671"
"3974","1.2725730000000002","1.2725730000000002","1.2725730000000002"
"4084","1.819608","1.819608","1.819608"
"4291","1.245436","1.245436","1.245436"
"4433","2.002418","2.002418","2.002418"
"4595","2.965293","2.965293","2.965293"
"4744","1.9710560000000001","1.9710560000000001","1.9710560000000001"
"4874","1.294861","1.294861","1.294861"
"5081","2.105167","2.105167","2.105167"
"5288","1.578733","1.578733","1.578733"
"5424","1.477583","1.477583","1.477583"
"5605","1.83491","1.83491","1.83491"
"5793","3.13206","3.13206","3.13206"
"5982","1.370793","1.370793","1.370793"
"6144","1.397397","1.397397","1.397397"
"6281","1.677089","1.677089","1.677089"
"6450","1.31249","1.31249","1.31249"
"6658","2.183281","2.183281","2.183281"
"6795","7.016956","7.016956","7.016956"
"6919","1.371692","1.371692","1.371692"
"7127","11.481691000000001","11.481691000000001","11.481691000000001"
"7290","1.564991","1.564991","1.564991"
"7440","2.523474","2.523474","2.523474"
"7629","1.3833820000000001","1.3833820000000001","1.3833820000000001"
"7811","1.244442","1.244442","1.244442"
"7928","1.596866","1.596866","1.596866"
"8091","1.6856929999999999","1.6856929999999999","1.6856929999999999"
"8254","1.574093","1.574093","1.574093"
"8462","2.115462","2.115462","2.115462"
