"Step","confused-terrain-544 - latency/qimdbload_4a279","confused-terrain-544 - latency/qimdbload_4a279__MIN","confused-terrain-544 - latency/qimdbload_4a279__MAX"
"59","2.231423","2.231423","2.231423"
"266","2.076152","2.076152","2.076152"
"473","10.589458","10.589458","10.589458"
"681","1.130455","1.130455","1.130455"
"888","1.734778","1.734778","1.734778"
"1096","1.052006","1.052006","1.052006"
"1304","1.007471","1.007471","1.007471"
"1459","2.266723","2.266723","2.266723"
"1575","2.952958","2.952958","2.952958"
"1782","1.436758","1.436758","1.436758"
"1990","9.04185","9.04185","9.04185"
"2132","1.059839","1.059839","1.059839"
"2340","1.402877","1.402877","1.402877"
"2496","1.249591","1.249591","1.249591"
"2703","1.152171","1.152171","1.152171"
"2910","1.250426","1.250426","1.250426"
"3117","0.774376","0.774376","0.774376"
"3260","1.068774","1.068774","1.068774"
"3370","0.969048","0.969048","0.969048"
"3578","0.935275","0.935275","0.935275"
"3720","1.0806","1.0806","1.0806"
"3830","0.9410270000000001","0.9410270000000001","0.9410270000000001"
"3966","1.001498","1.001498","1.001498"
"4076","1.069102","1.069102","1.069102"
"4283","5.207355","5.207355","5.207355"
"4425","1.103445","1.103445","1.103445"
"4587","0.7843859999999999","0.7843859999999999","0.7843859999999999"
"4736","1.112096","1.112096","1.112096"
"4866","0.834634","0.834634","0.834634"
"5073","0.942238","0.942238","0.942238"
"5280","0.9668680000000001","0.9668680000000001","0.9668680000000001"
"5416","0.989596","0.989596","0.989596"
"5597","0.7904","0.7904","0.7904"
"5785","1.51559","1.51559","1.51559"
"5974","1.1584480000000001","1.1584480000000001","1.1584480000000001"
"6136","0.978232","0.978232","0.978232"
"6273","0.952448","0.952448","0.952448"
"6442","1.061849","1.061849","1.061849"
"6650","0.968483","0.968483","0.968483"
"6787","1.001944","1.001944","1.001944"
"6911","1.172416","1.172416","1.172416"
"7119","0.796729","0.796729","0.796729"
"7282","1.057681","1.057681","1.057681"
"7432","1.147909","1.147909","1.147909"
"7621","1.5076749999999999","1.5076749999999999","1.5076749999999999"
"7803","9.179041","9.179041","9.179041"
"7920","1.02556","1.02556","1.02556"
"8083","0.978757","0.978757","0.978757"
"8246","1.136877","1.136877","1.136877"
"8454","0.9707140000000001","0.9707140000000001","0.9707140000000001"
