"Step","confused-terrain-544 - latency/qimdbload_1a807","confused-terrain-544 - latency/qimdbload_1a807__MIN","confused-terrain-544 - latency/qimdbload_1a807__MAX"
"46","1.679478","1.679478","1.679478"
"253","5.90896","5.90896","5.90896"
"460","2.58099","2.58099","2.58099"
"668","1.9271179999999999","1.9271179999999999","1.9271179999999999"
"875","1.8565399999999999","1.8565399999999999","1.8565399999999999"
"1083","2.2466019999999998","2.2466019999999998","2.2466019999999998"
"1291","1.818184","1.818184","1.818184"
"1446","1.83174","1.83174","1.83174"
"1562","1.845189","1.845189","1.845189"
"1769","1.747503","1.747503","1.747503"
"1977","6.230446","6.230446","6.230446"
"2119","0.897828","0.897828","0.897828"
"2327","1.548256","1.548256","1.548256"
"2483","0.894988","0.894988","0.894988"
"2690","1.533282","1.533282","1.533282"
"2897","0.8702300000000001","0.8702300000000001","0.8702300000000001"
"3104","0.868659","0.868659","0.868659"
"3247","0.8217749999999999","0.8217749999999999","0.8217749999999999"
"3357","1.155318","1.155318","1.155318"
"3565","1.0382449999999999","1.0382449999999999","1.0382449999999999"
"3707","1.041372","1.041372","1.041372"
"3817","1.019831","1.019831","1.019831"
"3953","1.1016510000000002","1.1016510000000002","1.1016510000000002"
"4063","1.063262","1.063262","1.063262"
"4270","1.382989","1.382989","1.382989"
"4412","0.940074","0.940074","0.940074"
"4574","0.854317","0.854317","0.854317"
"4723","1.134338","1.134338","1.134338"
"4853","0.842766","0.842766","0.842766"
"5060","9.057863","9.057863","9.057863"
"5267","0.870254","0.870254","0.870254"
"5403","0.862186","0.862186","0.862186"
"5584","0.925766","0.925766","0.925766"
"5772","1.025304","1.025304","1.025304"
"5961","0.8757670000000001","0.8757670000000001","0.8757670000000001"
"6123","1.035406","1.035406","1.035406"
"6260","0.875928","0.875928","0.875928"
"6429","1.13356","1.13356","1.13356"
"6637","2.319611","2.319611","2.319611"
"6774","1.257772","1.257772","1.257772"
"6898","2.303472","2.303472","2.303472"
"7106","0.9801570000000001","0.9801570000000001","0.9801570000000001"
"7269","1.384325","1.384325","1.384325"
"7419","1.4034010000000001","1.4034010000000001","1.4034010000000001"
"7608","1.479748","1.479748","1.479748"
"7790","1.3750879999999999","1.3750879999999999","1.3750879999999999"
"7907","0.799725","0.799725","0.799725"
"8070","1.118595","1.118595","1.118595"
"8233","8.807512000000001","8.807512000000001","8.807512000000001"
"8441","1.158896","1.158896","1.158896"
