"Step","confused-terrain-544 - latency/qimdbload_5a250","confused-terrain-544 - latency/qimdbload_5a250__MIN","confused-terrain-544 - latency/qimdbload_5a250__MAX"
"61","1.5535709999999998","1.5535709999999998","1.5535709999999998"
"268","1.779039","1.779039","1.779039"
"475","1.113009","1.113009","1.113009"
"683","1.361994","1.361994","1.361994"
"890","2.756409","2.756409","2.756409"
"1098","1.921289","1.921289","1.921289"
"1306","2.5508200000000003","2.5508200000000003","2.5508200000000003"
"1461","5.25204","5.25204","5.25204"
"1577","6.698386999999999","6.698386999999999","6.698386999999999"
"1784","3.098895","3.098895","3.098895"
"1992","0.9137799999999999","0.9137799999999999","0.9137799999999999"
"2134","0.974247","0.974247","0.974247"
"2342","4.127728","4.127728","4.127728"
"2498","1.231013","1.231013","1.231013"
"2705","1.1025","1.1025","1.1025"
"2912","1.274078","1.274078","1.274078"
"3119","0.838469","0.838469","0.838469"
"3262","1.18571","1.18571","1.18571"
"3372","0.9902580000000001","0.9902580000000001","0.9902580000000001"
"3580","1.281031","1.281031","1.281031"
"3722","1.000711","1.000711","1.000711"
"3832","0.954794","0.954794","0.954794"
"3968","0.9500270000000001","0.9500270000000001","0.9500270000000001"
"4078","1.774699","1.774699","1.774699"
"4285","0.885809","0.885809","0.885809"
"4427","1.2789190000000001","1.2789190000000001","1.2789190000000001"
"4589","1.102744","1.102744","1.102744"
"4738","0.976955","0.976955","0.976955"
"4868","0.743892","0.743892","0.743892"
"5075","0.80103","0.80103","0.80103"
"5282","1.322067","1.322067","1.322067"
"5418","1.200532","1.200532","1.200532"
"5599","0.80812","0.80812","0.80812"
"5787","0.974511","0.974511","0.974511"
"5976","1.615269","1.615269","1.615269"
"6138","1.256311","1.256311","1.256311"
"6275","1.418314","1.418314","1.418314"
"6444","1.056508","1.056508","1.056508"
"6652","1.252262","1.252262","1.252262"
"6789","1.011695","1.011695","1.011695"
"6913","1.061248","1.061248","1.061248"
"7121","2.439993","2.439993","2.439993"
"7284","1.605413","1.605413","1.605413"
"7434","0.862533","0.862533","0.862533"
"7623","1.339361","1.339361","1.339361"
"7805","0.924442","0.924442","0.924442"
"7922","1.073027","1.073027","1.073027"
"8085","1.015995","1.015995","1.015995"
"8248","0.842394","0.842394","0.842394"
"8456","1.124812","1.124812","1.124812"
