"Step","confused-terrain-544 - latency/qimdbload_7a64","confused-terrain-544 - latency/qimdbload_7a64__MIN","confused-terrain-544 - latency/qimdbload_7a64__MAX"
"66","9.726723","9.726723","9.726723"
"273","4.134753","4.134753","4.134753"
"480","2.784877","2.784877","2.784877"
"688","7.106935","7.106935","7.106935"
"895","1.4973610000000002","1.4973610000000002","1.4973610000000002"
"1103","2.631446","2.631446","2.631446"
"1311","2.1637359999999997","2.1637359999999997","2.1637359999999997"
"1466","1.520799","1.520799","1.520799"
"1582","1.997091","1.997091","1.997091"
"1789","1.588258","1.588258","1.588258"
"1997","2.077851","2.077851","2.077851"
"2139","1.433821","1.433821","1.433821"
"2347","1.396915","1.396915","1.396915"
"2503","1.46176","1.46176","1.46176"
"2710","1.39103","1.39103","1.39103"
"2917","1.4920820000000001","1.4920820000000001","1.4920820000000001"
"3124","1.990739","1.990739","1.990739"
"3267","1.1543800000000002","1.1543800000000002","1.1543800000000002"
"3377","1.3162770000000001","1.3162770000000001","1.3162770000000001"
"3585","1.325749","1.325749","1.325749"
"3727","1.2223130000000002","1.2223130000000002","1.2223130000000002"
"3837","1.335064","1.335064","1.335064"
"3973","1.3149359999999999","1.3149359999999999","1.3149359999999999"
"4083","2.884028","2.884028","2.884028"
"4290","1.258668","1.258668","1.258668"
"4432","1.275455","1.275455","1.275455"
"4594","1.32279","1.32279","1.32279"
"4743","1.2441849999999999","1.2441849999999999","1.2441849999999999"
"4873","1.310971","1.310971","1.310971"
"5080","1.600059","1.600059","1.600059"
"5287","1.430193","1.430193","1.430193"
"5423","1.3078859999999999","1.3078859999999999","1.3078859999999999"
"5604","1.305142","1.305142","1.305142"
"5792","2.138997","2.138997","2.138997"
"5981","1.26823","1.26823","1.26823"
"6143","1.930319","1.930319","1.930319"
"6280","1.5438409999999998","1.5438409999999998","1.5438409999999998"
"6449","3.0374830000000004","3.0374830000000004","3.0374830000000004"
"6657","2.2810059999999996","2.2810059999999996","2.2810059999999996"
"6794","1.387847","1.387847","1.387847"
"6918","1.3646040000000002","1.3646040000000002","1.3646040000000002"
"7126","3.813296","3.813296","3.813296"
"7289","3.299915","3.299915","3.299915"
"7439","1.6134190000000002","1.6134190000000002","1.6134190000000002"
"7628","2.361653","2.361653","2.361653"
"7810","1.302998","1.302998","1.302998"
"7927","2.010733","2.010733","2.010733"
"8090","1.847776","1.847776","1.847776"
"8253","1.447021","1.447021","1.447021"
"8461","1.8507909999999999","1.8507909999999999","1.8507909999999999"
