"Step","confused-terrain-544 - latency/qimdbload_6a107","confused-terrain-544 - latency/qimdbload_6a107__MIN","confused-terrain-544 - latency/qimdbload_6a107__MAX"
"64","14.349219999999999","14.349219999999999","14.349219999999999"
"271","2.7313609999999997","2.7313609999999997","2.7313609999999997"
"478","5.391643","5.391643","5.391643"
"686","2.80956","2.80956","2.80956"
"893","5.396725","5.396725","5.396725"
"1101","2.118625","2.118625","2.118625"
"1309","3.13207","3.13207","3.13207"
"1464","2.012266","2.012266","2.012266"
"1580","1.7035429999999998","1.7035429999999998","1.7035429999999998"
"1787","2.121956","2.121956","2.121956"
"1995","1.532105","1.532105","1.532105"
"2137","2.319395","2.319395","2.319395"
"2345","1.4851590000000001","1.4851590000000001","1.4851590000000001"
"2501","1.389319","1.389319","1.389319"
"2708","3.199856","3.199856","3.199856"
"2915","1.6607550000000002","1.6607550000000002","1.6607550000000002"
"3122","1.3778320000000002","1.3778320000000002","1.3778320000000002"
"3265","1.174635","1.174635","1.174635"
"3375","1.472615","1.472615","1.472615"
"3583","1.7122249999999999","1.7122249999999999","1.7122249999999999"
"3725","1.413152","1.413152","1.413152"
"3835","1.436032","1.436032","1.436032"
"3971","1.68618","1.68618","1.68618"
"4081","1.262297","1.262297","1.262297"
"4288","1.293019","1.293019","1.293019"
"4430","1.596971","1.596971","1.596971"
"4592","1.6587260000000001","1.6587260000000001","1.6587260000000001"
"4741","1.2499500000000001","1.2499500000000001","1.2499500000000001"
"4871","1.240289","1.240289","1.240289"
"5078","1.261018","1.261018","1.261018"
"5285","1.24654","1.24654","1.24654"
"5421","1.6762519999999999","1.6762519999999999","1.6762519999999999"
"5602","1.425036","1.425036","1.425036"
"5790","1.527987","1.527987","1.527987"
"5979","1.479498","1.479498","1.479498"
"6141","1.518275","1.518275","1.518275"
"6278","1.406074","1.406074","1.406074"
"6447","2.1409830000000003","2.1409830000000003","2.1409830000000003"
"6655","1.4749510000000001","1.4749510000000001","1.4749510000000001"
"6792","3.0605390000000003","3.0605390000000003","3.0605390000000003"
"6916","1.294149","1.294149","1.294149"
"7124","1.8402370000000001","1.8402370000000001","1.8402370000000001"
"7287","1.640888","1.640888","1.640888"
"7437","2.848279","2.848279","2.848279"
"7626","1.3108689999999998","1.3108689999999998","1.3108689999999998"
"7808","1.4194449999999998","1.4194449999999998","1.4194449999999998"
"7925","1.84344","1.84344","1.84344"
"8088","1.386026","1.386026","1.386026"
"8251","1.284883","1.284883","1.284883"
"8459","1.455805","1.455805","1.455805"
